"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"14";"nig2-{d}ba-ba6 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2";"for nigbaba  3 sila3 beer 2 sila3 bread 2 bundles onions";"for nigbaba 3 sila3 beer 2 sila3 bread 2 bundles onions";"100.000000"
"15";"kiszib3 gu-du-du 1(gesz2) 1(u) la2 1(disz) geme2 u4 1(disz)-sze3 kab2-ku5 u2-du-...";"under seal of gududu  69 workdays at the reservoir of udu";"under seal of gududu 69 workdays at the reservoir of udu 138 workdays at the reservoir of the erected wall and the";"46.086625"
"16";"2(u) 5(asz) 1(barig) 1(ban2) 8(disz) sila3 sze gur";"25 gur 1 barig 1 ban2 8 sila3 barley";"25 gur 1 barig 1 ban2 8 sila3 barley";"100.000000"
"17";"n ... ki a-szi-an-x";"with aian  with aian  with aian";"with aian with aian";"60.653066"
"18";"2(disz) x x x 1(disz) udu ma-a-an-du i3-du8";"2    1 sheep mandu doorkeeper";"2 sheep liptum received for sheep";"9.652435"
"19";"u2 sze gesz-e3-a szabra-ne i3-gal2";"and barley threshed  of the chief house administrators  are here";"a threshed barley are here";"9.346580"
"20";"($ blank space $) geme2 u4 1(disz)-sze3 a-sza3 bad3 du3-a";"workdays at the field erected wall";"workdays at the field of oxenboot field measured harvesttime in apisal";"23.462350"
"21";"lugal an-ub-da limmu2-ba a2-ni-a2 dumu ur-mes";"king of the four corners  is your servant  is your servant";"king of the four corners is your servant is your servant";"100.000000"
"22";"ki ab-ba-sa6-ga-ta zu-ba-ga i3-dab5";"from abbasaga  zubaga  accepted";"from abbasaga duga accepted";"35.355339"
"23";"1(u) 8(asz) 1(barig) kiszib3 ur-{d}ba-ba6 7(asz) 3(ban2) kiszib3 ur-{d}ig-alim dumu da-da";"and 18 gur 1 barig under seal of urbaba 7 gur 3 ban2 under seal of urigalim son of dada";"18 gur 1 barig 3 ban2 under seal of urbaba the household manager";"33.755544"
"24";"5(asz) 2(barig) zi3 gur la2-ia3 nig2-ka9-ak la2-ia3";"5 gur 2 barig flour  deficit of the account";"5 gur 2 barig beer bread deficit of the account of";"46.924701"
"25";"b. 5(disz) kusz3 dagal a. 1(u) 1(disz) kusz3 gid2";"5 cubits the width  11 cubits the length";"5 cubits 5 cubits";"13.006502"
"26";"2(u) 9(asz) 4(barig) 1(ban2) zi3 gur";"29 gur 4 barig 1 ban2 flour";"19 gur 4 barig 1 ban2 flour";"80.910671"
"27";"pisan-dub-ba kiszib3 dab-ba da-da-mu";"basketoftablets  sealed documents of dab  dadamu";"basketoftablets sealed documents of dab labor of the labortroops lugalkuzu manager of oxen";"28.917849"
"28";"sze de6-a gur-gi mu sza-asz-ru-um ba-hul";"barley delivered  year arum was destroyed";"barley delivered year arum was destroyed";"100.000000"
"29";"sipa udu niga-ke4 a mu-na-ru";"the shepherd of the fattened sheep   dedicated this seal";"shepherd called by name good provider";"4.923026"
"30";"sze bala-bi 4(barig) 1(gesz'u) 8(gesz2) 6(asz) 4(barig) 1(ban2) 8(disz) sila3 gur";"its bala barley 4 barig and 186 gur 4 barig 1 ban2 8 sila3";"the bala barley involved 4 barig 1 ban the barley involved 276 gur 2 barig 2 ban 8 sila 6 shekels";"9.560409"
"31";"ur-e2-masz dub-sar dumu ur-sila-luh";"urema  scribe  son of ursilalu";"the scribe son of tulta 1 gur son of sag-ga2";"15.619700"
"32";"1(disz) sila4 AN ...-x 1(disz) udu niga siskur2 {d}nanna";"1 lamb   1 sheep grainfed offering of nanna";"1 lamb and 1 lamb of nanna 1 sheep barleyfed of 2nd grade";"10.700802"
"33";"a2-bi u4 1(gesz2) 1(disz) 1(gesz'u) 2(u) 8(disz) 1/3(disz) sar al 6(disz) 1/2(disz) sar-ta";"its labor 61 days  628 13 sar at 6 12 sar a day";"its labor 73 workdays 73 12 sar hoed at 3 12 sar per day";"9.238430"
"34";"iri-sa12-rigx(|PA.MUNUS.HUB2.DU|){ki}-ta u4 2(disz)-sze3 kun-zi-da {gesz}kiri6 gesztin-sze3 ma2 diri-ga";"from irisagrig  two workdays to reservoir of   vineyard barge floated";"to irisagrig two workdays to reservoir of vineyard barge punted";"75.983569"
"35";"1(u) 7(asz) 2(ban2) gur kiszib3 ur-e2-ninnu";"17 gur 2 ban2 under seal of ureninnu";"17 gur 2 ban2 under seal of ureninnu";"100.000000"
"36";"sze-bi 1(u) 4(asz) 1(barig) gur a-sza3 pu2-a2-uz";"its barley 14 gur 1 barig  field puauz";"its barley 14 gur 1 barig field puauz";"100.000000"
"37";"sza3 umma{ki} mu us2-sa e2 puzur4 ba-du3";"in umma  year following the house of puzri was built";"in umma year following the house of umma was erected";"66.063286"
"38";"3(gesz2) gurusz u4 1(disz)-sze3 kiszib3-bi 2(disz)-am3";"18 workdays male laborers the sealed documents are 2";"its workmen laborer days its sealed tablets 2 under seal of kuda the superintendent";"3.737438"
"39";"dingir-sukkal 5(disz) sila3 kasz 5(disz) sila3 ninda 2(disz) sa szum2";"for dingirsukkal  5 sila3 beer 5 sila3 bread 2 bundles onions";"for dingirsukkal 5 sila3 beer 5 sila3 bread 2 bundles onions";"100.000000"
"40";"szunigin 1(bur3) 4(iku) 1/4(iku) GAN2 8(disz)-ta";"total 1 bur3 4 14 iku surface area at 8 each";"total 1 bur3 4 14 iku surface area at 8 12 each";"82.651682"
"41";"1(disz) udu 1(disz) sila4 1(disz) sila4 ga";"1 ram  1 male lamb  1 male suckling lamb";"1 sheep 1 lamb of lammamu";"6.479067"
"42";"1(u) la2 1(disz) udu 3(disz) masz2";"1 less 1 rams  3 billy goats";"9 sheep 3 ewes 3 billy goats";"24.446151"
"43";"2(disz) ad7 gu4 2(disz) kun gu4";"2 carcases of oxen  5 tails of oxen";"2 carcasses of oxen 2 tails of oxen";"27.054113"
"44";"iti sze-sag11-ku5 mu {d}szu-{d}suen lugal 2(gesz2) 5(u) 5(disz)";"month harvest  year usuen is king  total 175";"month harvest year usuen king of ur bigstele for enlil and ninlil made";"20.448007"
"45";"szunigin 1(bur3) GAN2 1(u) la2 1/2(disz)-ta";"total 1 bur3 surface area at 1 less 12 each";"total 1 bur3 surface area at 1 less 1 each";"78.254229"
"46";"mu hu-uh2-nu-ri{ki} ba-hul 8(disz)";"year unuri was destroyed  total 8";"year unuri was destroyed total 8";"100.000000"
"47";"inim-{d}szara2 engar dumu ur-{gesz}gigir 1(bur3) 1(esze3) GAN2 1(u) 1(disz)-ta";"inimara the plowman son of urgigir  1 bur3 1 ee3 surface area at 11 each";"inimara the plowman 1 bur3 1 ee3 surface area at 11 each";"64.987210"
"48";"kiszib3 lu2-gu-la sanga {d}dumu-zi ur-nig2-e";"under seal of lugula  high priest of dumuzi  by urnig";"sealed document of akala the nubanda 276 female laborers labor of female laborers stationed in milk";"2.908318"
"49";"3(gesz'u) sze gur 4(u) gig gur";"18 gur barley  4 gur wheat";"32 gur wheat 4 gur wheat";"32.466792"
"50";"a2-bi u4 4(szar2) 4(gesz'u) 8(gesz2) 3(u) 4(disz) 1/2(disz)";"labor involved 17314 12 workdays";"labor involved 17314 12 workdays its 16th included burden set in umma";"31.702331"
"51";"1(u) gin2 ku3-babbar ki {d}nin-gir2-su-i3-sa6-ta ur-{d}lamma";"1 shekels silver  from ningirsuisa  did urlamma";"1 shekels silver for that of elalum from ubme total";"16.784460"
"52";"lugal an-ub-da limmu2-ba ur-{d}... dub-sar";"king of the four corners ur scribe";"king of the four corners scribe scribe";"64.345888"
"53";"geme2 kikken2 {gesz}tukul-e-dab5-ba-me 2(asz) 1(barig) 3(ban2) gur";"for the female millers seized by the weapons 2 gur 1 barig 3 ban2";"a female equid donkey a equid 1 ewes on the 21st day";"3.772670"
"54";"nu-banda3 e-lu-da-an sza3 unu{ki} giri3 lugal-am-gal";"supervisor eludan  in uruk  via lugalamgal";"the lieutenant of lieutenant";"4.844232"
"55";"8(disz) udu ... 1(disz) udu ...";"8 sheep   1 sheep";"8 sheep 1 sheep barleyfed";"66.874030"
"56";"{d}nansze-kam lu2 lunga u3 si-i3-tum lu2 didli";"nanekam brewer  and the deficit documents of various men";"nanekam brewer and the deficit documents of various men are here";"78.607530"
"57";"pisan-dub-ba nig2-ka9-ak sze gu4 engar";"basketoftablets  accounts  barley oxen plowman";"basketoftablets accounts of oxen plowmen oxen manager";"14.535768"
"58";"5(disz) gu4 niga 1(disz) gu4 gun3-a niga";"5 oxen grainfed  1 ox speckled grainfed";"5 oxen grainfed 1 ox speckled grainfed 16 oxen";"72.597953"
"59";"szunigin sze-bi 5(u) 1(asz) 4(barig) 2(ban2) gur";"total its grain 51 gur 4 barig 2 ban2";"total its barley 11 gur 4 barig 2 ban2";"51.334505"
"60";"mu-dab5 igi-ni in-gar mu lugal u4 a-ra2 2(disz)-ka";"he was captured  and presented  by the royal name when a 2nd time";"he seized he seized the tumuli";"3.005799"
"61";"a-sza3 du6-gesz-i3-ka {d}szara2-zi-da engar 1(bur3) GAN2 1(u)-ta";"field hillockofurbartab  arazida the plowman  1 bur3 surface area at 1 each";"field hillockofplantoil lugalunire the plowman 1 bur3 surface area at 1 each";"72.925717"
"62";"u3-tu-da giri3 bu3-lu5-lu5 mu-kux(DU)";"newborns  via bululu  delivery";"newborns via the troops delivery enki";"17.965206"
"63";"b. n 3(disz) us2 x 4(disz) gurusz-bi x";"n  3 ninda the side   4 its workmen";"3 for 3 days the workmen";"7.654113"
"64";"sag-nig2-gur11-ra-kam sza3-bi-ta 6(gesz2) gurusz u4 1(disz)-sze3";"are the debit  therefrom  36 male laborer workdays";"are the debit therefrom 345 workdays";"38.498150"
"65";"1(disz) udu a-lum gesz-du3 1(u) la2 1(disz) udu a-lum";"1 alumsheep breeder  9 alumsheep";"1 sheep without fleece 1 billy goat";"6.567275"
"66";"sahar ($ blank space $) 1(u) 4(disz) ninda 1/3(disz) sar-ta";"its soil   14 ninda long at 13 sar per ninda";"per soil 14 13 volumesar 12 ninda length at 13 volumesar per ninda";"11.121235"
"67";"{u2}har-an ga6-ga2 kiszib3 na-ba-sa6 1(gesz2) 5(u) 5(disz) geme2 u4 1(disz)-sze3";"harangrass carried  under seal of nabasa  115 workdays";"for earthwork and reed bundle for barges 15 bales of the reed mat";"3.089055"
"68";"5(u) 5(disz) masz2-gal u4 2(u)-kam ki ab-ba-sa6-ga-ta";"55 billy goats full grown  2th day  from abbasaga";"5 adult billy goats 1 billy goat iram the captain";"8.392230"
"69";"5(disz) gurusz ugula i3-kal-la 1(u) ugula tab-sza-la";"5 male laborers  foreman ikalla  1 foreman tabala";"5 male laborers foreman aradnanna 1 foreman lugalmagure";"41.113362"
"70";"iti masz-ku3-gu7 1(u) 5(disz) udu 4(disz) masz2 1(u) 4(disz) gin2-ta";"month gazellefeast  15 rams 4 billy goats 14 shekels each";"month gazelle feast year for the 2nd time 4 sheep";"4.990050"
"71";"sze-bi 4(u) 4(asz) 1(barig) gur a-sza3 zalag-ga-a-gesztin";"its barley 44 gur 1 barig  field zalagaagetin";"its barley 44 gur 1 barig field hillockofplantoil";"84.089642"
"72";"bala im-ma su-ga-ta gi-zi ze2-de3 usz-mu";"from the balaobligation of the last year that was repaid  to cut fresh reeds  uu";"fashioned a copper zirpot its weight is before off may he old copper";"1.324284"
"73";"szunigin 1/2(iku) GAN2 1(u)-ta szunigin 2(bur3) 1(iku) 1/4(iku) GAN2 1(u) la2 1/2(disz)-ta";"total 2 bur3 1 12 iku surface area at 1 each  total 2 bur3 1 14 iku surface area at 1 less 12 each";"total 12 bur3 1 ee3 surface area at 1 each total 2 bur3 1 ee3 surface area at 1 less 12 each";"61.445193"
"74";"zu-ba-ga i3-dab5 iti u5-bi2-gu7";"zubaga  accepted  month ubifeast";"did azi the cattle overseer azi nubanda";"3.283637"
"75";"1(disz) az ($ blank space $) 4(disz)";"1 bear total 4";"1 bear cub from ursuen the kings son delivery";"9.535414"
"76";"sze-bi 6(asz) gur iti ezem-{d}szul-gi 2(gesz2) 3(u) udu niga 1(disz) 1/2(disz) sila3-ta";"its barley 6 gur  month ulgi  15 sheep grainfed at 1 12 sila3 each";"its barley 6 gur month festival of ulgi from 1 gur";"29.053742"
"77";"nu-ur2-i3-li2 5(disz) sila3 kasz 3(disz) sila3 ninda 3(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for nril  5 sila3 beer 3 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"for nril 5 sila3 beer 5 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"82.824775"
"78";"1(u) 3(disz) geme2 u4 1(disz)-sze3 a i7-de3 usz2-a";"13 female laborer workdays  water to the river";"13 female laborer days to the quay flour transported onto the quay";"15.851166"
"79";"iti masz-da3-gu7 mu us2-sa ur-bi-lum{ki} ba-hul";"month gazellefeast  year after urbilum was destroyed";"month gazelle feast year after urbilum was destroyed";"54.108227"
"80";"kin-bi 2(u) 6(disz) 2/3(disz) sar e e2-lugal-sze3";"its work 26 23 volumesar  to the ditch of royal household";"its work 26 23 volumesar";"30.119421"
"81";"kas4 szusz3 gur8-za-an x-dar";"kas the cattle administrator  gurzan  dar";"of kas the cattle administrator gurzan in anzagar";"51.697315"
"82";"iti 1(u) 2(disz)-kam mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} ba-hul";"a period of 12 months  year amarsuen the king urbilum destroyed";"a period of 12 months year amarsuen the king urbilum destroyed";"100.000000"
"83";"sze ab-ba muhaldim ensi2-ka e2-gibil ab-ba muhaldim-ta";"gerste des abba des koches des stadtfrsten  aus dem neuhaus des abba des koches";"barley of the artisans year lukalla the brewer";"1.304298"
"84";"ki ur-{d}ur3-bar-tab-ta 3(u) 6(disz) geme2 3(ban2)";"from ururtab  36 female laborers each of whom received 3 ban per month";"from 36 years he ruled 3 kings";"3.667863"
"85";"1(disz) ku6 1(disz) sa szum2 ur-{d}nanna";"1 fish 1 bundle onions  urnanna";"1 fish 1 bundle onions for lunanna";"61.478815"
"86";"sze-bi 1(u) 9(asz) gur ziz2-bi 2(asz) gur";"its barley 19 gur  its emmer 2 gur";"its barley 19 gur its emmer 2 gur field";"86.334002"
"87";"a-sza3 {d}szul-pa-e3 apin-la2 lugal-nesag-e ($ blank space $) ur-{d}gilgamesx(|BIL3.GA.MES|)";"field of ulpae  the tiller lugalnesage  urgilgame";"field urulpae the plowman and his master irrigation work in the field";"4.027248"
"88";"1(disz) masz2 giri3 ha-ge 1(u) 5(disz) udu sza3 uri5{ki}-...";"1 goat via age  15 sheep within ur";"1 billy goat via in ur";"13.832544"
"89";"mu-kux(DU) iti ses-da-gu7 mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul";"deliveries  month eating piglettes  year kima and hurti were destroyed";"delivery month pigletfeast year kima and urti were destroyed";"20.900671"
"90";"szunigin 6(disz) gurusz 2(asz) 2(barig)-ta szunigin 1(disz) gurusz 2(asz) 2(barig)";"total 6 male workers 2 gur 2 barig each  total 1 male worker 2 gur 2 barig";"total 6 gur 2 barig total 1 gur 2 barig";"16.403029"
"91";"a2-bi u4 1(gesz'u) 4(u)-kam 1(bur'u) 1(bur3) 1(esze3) GAN2 gesz-ur3-ra a-ra2 2(disz)-kam 4(disz) 1/2(iku) GAN2-ta";"its labor 64 workdays  11 bur3 1 ee3 field area harrowing twice at 4 12 iku field area each";"its labor 64 workdays 11 bur3 1 ee3 field area harrowing twice at 4 12 iku field area each labor of the worktroop 272 workdays";"74.400064"
"92";"4(disz) gu4 3(u) 2(disz) udu masz2 hi-a";"4 oxen 32 sheep goats various";"4 oxen slaughtered the herdsman";"17.491651"
"93";"giri3 ... a2 lu2 hun-ga2 3(asz) sze-ba ...";"via  wages of the hired  workers 3 gur barley rations of";"via the labor of the takers are here";"8.400789"
"94";"zi-ga iti diri sze-sag11-ku5 mu {d}i-bi2-{d}suen lugal";"booked out  extra month harvest  year ibbisuen is king";"booked out extra month harvest year ibbisuen is king";"100.000000"
"95";"ba-usz2 u4 1(u) 3(disz)-kam ki {d}szul-gi-a-a-mu-ta";"slaughtered 13th day  from ulgiayamu";"slaughtered 13th day from igienlile";"66.874030"
"96";"zi-ga sza3-bi-ta nigar{gar}-ki-du10 sipa gu4 niga";"booked outs and therefroms of nigarkidu herdsman of oxen grainfed";"booked out of the shepherds and cowherds of ulgi and headplowmen of the house of ninursag";"3.458592"
"97";"bala gub-ba 2(u) 4(disz) erin2 1(barig)-ta u4 2(u)-sze3";"in bala stationed 24 labortroops at 1 barig each for 2 days";"in bala stationed 24 labortroops at 1 barig each for 2 days";"100.000000"
"98";"2(disz) gurusz ugula lu2-saga 1(u) 2(disz) gurusz ugula lu2-{d}da-ia3";"2 laborers foreman lusaga  12 laborers foreman ludaya";"2 laborers foreman lusaga 12 laborers foreman ludaya";"100.000000"
"99";"la2-ia3 su-ga ki szu-{d}utu ugula geme2 gesz-i3 sur-sur-ra-ta";"from the restored deficit of uutu foreman of the female sesame oil pressers";"deficit of the account of abbasaga from arad the foreman enlila";"10.165192"
"100";"lugal an-ub-da limmu2-ba szu-{d}x-... dub-sar";"king of the four corners scribe scribe";"king of the four corners scribe scribe";"100.000000"
"101";"sza3 nibru{ki} iti ses-da-gu7 mu {d}szu-{d}suen lugal";"in nippur month pigletfeast year usuen is king";"in nippur month ki-ag2 year after usuen is king";"31.020162"
"102";"3(szar2) 4(gesz'u) 2(u) sa gi si-i3-tum";"1322 bundles of reed  the remainder";"1884 days labor of the free days of the female laborers";"4.456883"
"103";"1(disz) nimgir-di-ne gudu4 lu2-tur-tur i3-dab5 1(disz) du-du-am3 u3 lu2-ba-x";"1 nimgirdine the priest  did luturtur accept  1 duduam and luba";"1 urenunna 1 nimgirdine they are guduofficiants of nane";"8.449918"
"104";"szu szum2-ma ki {d}en-lil2-zi-sza3-gal2-ta ba-zi iti ezem-{d}szu-{d}suen";"the delivered  from the account of enlilziagal booked out  month festival of usuen";"he did not cut 36 bundles of fresh reed rain fell and they were destroyed";"2.627962"
"105";"4(u) 8(disz) gu4 ab2 hi-a 1(gesz'u) 2(gesz2) 5(u) 5(disz) udu masz2 hi-a";"48 oxen cows various 775 sheep goats various";"48 oxen cows various 775 sheep goats various booked out";"75.983569"
"106";"szunigin sze-bi 7(gesz2) 5(u) 2(asz) 1(barig) 3(ban2) gur";"total its barley 472 gur 1 barig 3 ban2";"total its barley 432 gur 1 barig 3 ban2 6 sila3";"46.924701"
"107";"iti {d}li9-si4 mu hu-uh2-nu-ri{ki} ba-hul lu2-kal-la";"month lisi  year unuri was destroyed  lukalla";"month festival of lisi year unuri was destroyed lukalla";"61.047358"
"108";"sa gu4 3(disz)-kam kiszib3 ku3-ga-ni la2-ia3 3(disz) kun gu4 sa gu4 2(disz)-kam";"tendons of 3 oxen sealed tablet of kugani  deficit 3 tails of oxen tendon of 2 oxen";"tendon of 3 oxen sealed tablet of kugani deficit 3 tails of oxen";"69.917096"
"109";"ku3-bi 1(disz) 1/2(disz) gin2 gurusz 1(u) 2(disz)-am3 a2 en-te-na";"ist silver 1 12 shekels  the male laborers are 12 labor of wintertime";"its silver 1 12 shekels of oil its volume shekels of alkali";"20.624574"
"110";"2(disz) udu niga {d}inanna unu{ki} giri3 lugal-i3-mah sagi";"2 barleyfed sheep for inanna of uruk  via lugalimah cupbearer";"2 sheep barleyfed for inanna in uruk cupbearer";"11.765248"
"111";"1(disz) ab2 amar ga 4(disz) gu4-gal";"1 heifer calf suckling  4 mature bulls";"1 heifer calf suckling 4 mature bulls";"100.000000"
"112";"ki tu-ra-a hu-um-s,u szu ba-ti";"from turaya  did humu  receive";"from the tithes he released and the condition of the nation he thereby improved";"2.839839"
"113";"ARAD2-hu-la szunigin 2(ban2) 6(disz) sila3 kasz 2(ban2) 4(disz) sila3 ninda 1/2(disz) sila3 szum2";"for aradula  total 2 ban2 6 sila3 beer 2 ban2 4 sila3 bread 12 sila3 onions";"for ulgiil total 5 ban2 6 sila3 beer 2 ban2 7 sila3 bread 1 bundles onions";"36.695317"
"114";"1(disz) udu a-udu hur-sag niga 4(disz)-kam us2";"1 hybrid mouflon barleyfed of 4th grade";"1 sheep of the mountains 1 sheep grainfed 4th grade";"9.980099"
"115";"sze-bi 1(gesz2) 5(u) 1(asz) 3(barig) gur";"its barley 111 gur 3 barig";"its barley 11 gur 3 barig";"37.991784"
"116";"1(disz) 1/2(disz) nin-da-nir-gal2 dumu-ni-me tug2 nin-da-mu-da-gal2";"and1 12 for nindanirgal  being her children  textile for nindamudagal";"and 1 12 for nindanirgal her daughter donated by lugalti";"16.784460"
"117";"da-da-ga szu ba-ti mu ki-masz{ki} ba-hul";"dadaga  erhalten  jahr kima wurde zerstrt";"dadaga received year kima was destroyed";"9.652435"
"118";"iti ezem-an-na 1(disz) udu giri3 inim-{d}lu2-x ...";"month festival of an  1 sheep via inim";"month festival of an 1 sheep via bair month mekigal festival";"57.067458"
"119";"8(gesz2) 4(u) 2(disz) udu 3(u) 2(disz) masz2";"522 sheep 32 buck goats";"172 rams 3 ewes 57 billies";"4.058349"
"120";"ugula sza3-nin-ga2 GAN2-gu4 3(bur3) 1(esze3) 1(iku) 1/2(iku) GAN2 1(u)-ta";"foreman aninga  plowdomain  total 3 bur3 1 ee3 1 12 iku surface area at 1 each";"foreman aabba the plowman 3 bur3 1 ee3 1 12 iku surface area at 1 each";"73.675651"
"121";"szu ba-ti mu si-ma-num2{ki} ba-hul";"receive  year simanum was destroyed  year simanum was destroyed";"received year simanum was destroyed";"30.048439"
"122";"szunigin 5(disz) kusz gu4 mu 2(asz) a-gar nu-gu7-a";"together 5 hides of twoyear oxen not tanned";"together 5 hides of oxen not tanned";"51.544868"
"123";"pisan-dub-ba nig2-ka9-ak KA la2-a";"basketoftablets   accounts  of the fatteners";"basketoftablets accounts are here";"24.880469"
"124";"nig2-ka9-ak pa3-da iti min-esz3 mu {d}szu-{d}suen lugal";"account of pada month mine year usuen is king";"account of pada the trade agent year usuen the king erected";"18.360281"
"125";"1(esze3) 3(iku) GAN2 su3 a-sza3 tur an-ka";"1 ee3 3 iku field fallow  the small field of anka";"1 ee3 3 iku field fallow field";"47.486944"
"126";"mar-sa-a gub-ba kiszib3 ur-{d}ba-ba6 1(gesz'u) 7(gesz2) 4(u) 6(asz) gur in-nu";"stationed at marsa  under seal of urbaba  166 gur straw";"stationed in the boathouse booked into the debit section of urees account sealed tablet of urnungal";"2.908318"
"127";"2(u) 7(disz) geme2 u4 3(disz)-sze3 bala-ta gur-ra";"27 female laborers in 3 days returned from the bala service";"27 female laborers in 3 days at the threshing floor of ninnudu mgrain moved";"36.362270"
"128";"5(asz) 1(barig) sze kasz gur 3(asz) 2(barig) 5(ban2) la2 1(disz) sila3 gur";"5 gur 1 barig barley for beer and 3 gur 2 barig 5 ban2 less 1 sila3";"5 gur 1 barig barley rations of the female weavers";"19.506598"
"129";"1(asz) 1(barig) x gur zi3 kiszib3 ur-{d}lugal-banda3";"1 gur n sila3 flour  under seal of urlugalbanda";"1 gur 1 barig and 2 ban2 under seal of urnane son of urnane";"13.292418"
"130";"4(ban2) dabin 7(disz) sila3 ninda AB u4 1(disz)-kam";"4 ban2 barley flour 7 sila3 abbread on the 1st day";"4 ban2 barley flour 7 sila3 abbread on the 1st day";"100.000000"
"131";"ugula lu2-gi-na 1(gesz'u) 3(u) 1(asz) 3(barig) sze gur";"foreman lugina  631 gur 3 barig barley";"foreman lugina 11 gur 3 barig barley";"48.892302"
"132";"sza3 nibru{ki} iti ki-siki-{d}nin-a-zu mu us2-sa ma2 dara4-abzu {d}en-ki-ka ba-ab-du8";"in nippur  month wool center of ninazu  year following the barge daraabzu of enki was caulked";"in nippur month kisiki of ninazu year the boat of enki was caulked";"29.059394"
"133";"u4 1(u)-sze3 kam-sal4-la{ki}-ta nibru{ki}-sze3 ma2 gid2-da ma2 ba-al-la";"for 1 days from kamsala to nippur barge punted barge unloaded";"for 1 workday barge unloaded for nippur barge punted";"20.887029"
"134";"2(asz) mu ur-{d}szusz3-{d}ba-ba6-sze3 kiszib3 a-ab-ba nu-banda3-gu4";"2 gur in place of urubaba under seal of aabba the supervisor of oxen";"2 gur in place of urubaba under seal of aabba the cattle manager";"76.321115"
"135";"e2 nam-ha-ni e2 {d}szu-{d}suen e2 {d}nin-gesz-zi-da";"for the house of namani  for the house of suen  for the house of ningezida";"of the house of namani us of the destroyed city house of namani and ningal house of ningezida";"22.250253"
"136";"giri3 ur-e2-babbar2 u3 lugal-siskur2-re 2(u) 9(asz) 3(barig) 4(ban2) gur";"via urebabbar and lugalsiskure 29 gur 3 barig 4 ban2";"via urebabbar and lugalsiskure total 66 gur";"28.319416"
"137";"pisan-dub-ba nig2-ka9-ak lu2 nig2-dab5 gu4 udu-ke4-ne";"basketoftablets  accounts  men takers of oxen and sheep";"basketoftablets accounts of sheep herder of equids";"13.540372"
"138";"1(gesz2) gurusz al 5(disz) sar-ta {d}szara2-mu-tum2 engar";"6 workers each hoeing 5 sar  aramutum the plot manager";"6 male laborers each 5 sar nimgiredu the plot manager";"21.364350"
"139";"lugal an-ub-da limmu2-ba nu-ur2-esz18-dar dub-sar";"king of the four corners  scribe  scribe";"king of the four corners scribe scribe";"100.000000"
