"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"33";"a2-bi u4 1(gesz2) 1(disz) 1(gesz'u) 2(u) 8(disz) 1/3(disz) sar al 6(disz) 1/2(disz) sar-ta";"its labor 61 days  628 13 sar at 6 12 sar a day";"its labor 68 56 days 124 female laborer days";"6.766165"
"34";"iri-sa12-rigx(|PA.MUNUS.HUB2.DU|){ki}-ta u4 2(disz)-sze3 kun-zi-da {gesz}kiri6 gesztin-sze3 ma2 diri-ga";"from Irisagrig  two workdays to reservoir of   Vineyard barge floated";"from Irisagrig two workdays to reservoir of Vineyard barge punted";"88.011174"
"35";"1(u) 7(asz) 2(ban2) gur kiszib3 ur-e2-ninnu";"17 gur 2 ban2 under seal of UrEninnu";"17 gur 2 ban2 under seal of UrEninnu";"100.000000"
"36";"sze-bi 1(u) 4(asz) 1(barig) gur a-sza3 pu2-a2-uz";"its barley 14 gur 1 barig  field Puauz";"its barley 14 gur 1 barig field Puauz";"100.000000"
"37";"sza3 umma{ki} mu us2-sa e2 puzur4 ba-du3";"in Umma  year following The house of Puzri was built";"in Umma year following The house of Puzris@@ daga was erected";"59.004687"
"38";"3(gesz2) gurusz u4 1(disz)-sze3 kiszib3-bi 2(disz)-am3";"18 workdays male laborers the sealed documents are 2";"3 workdays male laborers under seal of Ur";"18.141207"
"39";"dingir-sukkal 5(disz) sila3 kasz 5(disz) sila3 ninda 2(disz) sa szum2";"for Dingirsukkal  5 sila3 beer 5 sila3 bread 2 bundles onions";"for Dingirsukkal 5 sila3 beer 5 sila3 bread 2 bundles onions";"100.000000"
"40";"szunigin 1(bur3) 4(iku) 1/4(iku) GAN2 8(disz)-ta";"total 1 bur3 4 14 iku surface area at 8 each";"total 1 bur3 4 14 iku surface area at 8 12 each";"82.651682"
"41";"1(disz) udu 1(disz) sila4 1(disz) sila4 ga";"1 ram  1 male lamb  1 male suckling lamb";"1 sheep 1 1 lamb";"6.787957"
"42";"1(u) la2 1(disz) udu 3(disz) masz2";"1 less 1 rams  3 billy goats";"9 rams 3 suckling lambs";"14.320952"
"43";"2(disz) ad7 gu4 2(disz) kun gu4";"2 carcases of oxen  5 tails of oxen";"2 carcasses of oxen 2 tails of oxen";"27.054113"
"44";"iti sze-sag11-ku5 mu {d}szu-{d}suen lugal 2(gesz2) 5(u) 5(disz)";"month Harvest  year uSuen is king  total 175";"month Harvest year uSuen king of Ur the lands of Zabali destroyed";"22.416934"
"45";"szunigin 1(bur3) GAN2 1(u) la2 1/2(disz)-ta";"total 1 bur3 surface area at 1 less 12 each";"total 1 bur3 surface area at 1 less 1 each";"78.254229"
"46";"mu hu-uh2-nu-ri{ki} ba-hul 8(disz)";"year unuri was destroyed  total 8";"year unuri was destroyed total 8";"100.000000"
"47";"inim-{d}szara2 engar dumu ur-{gesz}gigir 1(bur3) 1(esze3) GAN2 1(u) 1(disz)-ta";"Inimara the plowman son of Urgigir  1 bur3 1 ee3 surface area at 11 each";"Inimara the scribe 1 Urgigir 1 bur3 1 ee3 surface area at 11 each";"67.711113"
"48";"kiszib3 lu2-gu-la sanga {d}dumu-zi ur-nig2-e";"under seal of Lugula  high priest of Dumuzi  by Urnig";"under seal of Lugula priest of Dumuzi from the granary supervisor";"33.932513"
"49";"3(gesz'u) sze gur 4(u) gig gur";"18 gur barley  4 gur wheat";"and 3 gur barley 4 gur x";"41.113362"
"50";"a2-bi u4 4(szar2) 4(gesz'u) 8(gesz2) 3(u) 4(disz) 1/2(disz)";"labor involved 17314 12 workdays";"labor involved 17314 12 workdays its 16th included burden set in Umma";"31.702331"
"51";"1(u) gin2 ku3-babbar ki {d}nin-gir2-su-i3-sa6-ta ur-{d}lamma";"1 shekels silver  from Ningirsuisa  did Urlamma";"1 shekels from heaven via earth";"15.207218"
"52";"lugal an-ub-da limmu2-ba ur-{d}... dub-sar";"king of the four corners Ur scribe";"king of the four corners UrNane scribe";"64.345888"
"53";"geme2 kikken2 {gesz}tukul-e-dab5-ba-me 2(asz) 1(barig) 3(ban2) gur";"for the female millers seized by the weapons 2 gur 1 barig 3 ban2";"female slaves 1 barig 3 ban2 for the spear fishermen and fishermen of the sukkalma 2 barig 3 ban2 oxen";"15.774546"
"54";"nu-banda3 e-lu-da-an sza3 unu{ki} giri3 lugal-am-gal";"supervisor Eludan  in Uruk  via Lugalamgal";"the overseer of Uruk via atakuzu the messenger";"11.044796"
"55";"8(disz) udu ... 1(disz) udu ...";"8 sheep   1 sheep";"8 sheep 1 1 sheep";"47.287080"
"56";"{d}nansze-kam lu2 lunga u3 si-i3-tum lu2 didli";"Nanekam brewer  and the deficit documents of various men";"Nanekam brewer and the deficit documents of various men are here";"78.607530"
"57";"pisan-dub-ba nig2-ka9-ak sze gu4 engar";"Basketoftablets  accounts  barley oxen plowman";"Basketoftablets accounts barley of the plowmen young oxen turners of";"16.784460"
"58";"5(disz) gu4 niga 1(disz) gu4 gun3-a niga";"5 oxen grainfed  1 ox speckled grainfed";"5 oxen grainfed 1 ox speckled grainfed ox";"84.089642"
"59";"szunigin sze-bi 5(u) 1(asz) 4(barig) 2(ban2) gur";"total its grain 51 gur 4 barig 2 ban2";"total its barley 56 gur 4 barig 2 ban2";"51.334505"
"60";"mu-dab5 igi-ni in-gar mu lugal u4 a-ra2 2(disz)-ka";"he was captured  and presented  By the royal name When a 2nd time";"he seized for him and a stele of his father";"4.091093"
"61";"a-sza3 du6-gesz-i3-ka {d}szara2-zi-da engar 1(bur3) GAN2 1(u)-ta";"field HillockofUrbartab  arazida the plowman  1 bur3 surface area at 1 each";"field Hillockofplantoil 1 bur3 surface area at 1 each";"53.784549"
"62";"u3-tu-da giri3 bu3-lu5-lu5 mu-kux(DU)";"newborns  via Bululu  delivery";"newborns via the sheephouse via Endingirmu";"16.233396"
"63";"b. n 3(disz) us2 x 4(disz) gurusz-bi x";"n  3 ninda the side   4 its workmen";"n 3 oxen delivery";"11.752702"
"64";"sag-nig2-gur11-ra-kam sza3-bi-ta 6(gesz2) gurusz u4 1(disz)-sze3";"are the debit  therefrom  36 male laborer workdays";"are the debit therefrom 6 workdays male laborers";"38.260294"
"65";"1(disz) udu a-lum gesz-du3 1(u) la2 1(disz) udu a-lum";"1 alumsheep breeder  9 alumsheep";"1 aslum sheep breeders 2 ewes fattailed";"6.567275"
"66";"sahar ($ blank space $) 1(u) 4(disz) ninda 1/3(disz) sar-ta";"its soil   14 ninda long at 13 sar per ninda";"subtotal 614 gur 5 fleeceless sheep 34 female kids";"2.133166"
"67";"{u2}har-an ga6-ga2 kiszib3 na-ba-sa6 1(gesz2) 5(u) 5(disz) geme2 u4 1(disz)-sze3";"harangrass carried  under seal of Nabasa  115 workdays";"to the bank of the MeEnlil canal to the source of the canal above";"2.839839"
"68";"5(u) 5(disz) masz2-gal u4 2(u)-kam ki ab-ba-sa6-ga-ta";"55 billy goats full grown  2th day  from Abbasaga";"5 fleeceless sheep 34 female kids";"2.461513"
"69";"5(disz) gurusz ugula i3-kal-la 1(u) ugula tab-sza-la";"5 male laborers  foreman Ikalla  1 foreman Tabala";"5 male laborers foreman Gududu at the royal waterway barge transferred";"23.462350"
"70";"iti masz-ku3-gu7 1(u) 5(disz) udu 4(disz) masz2 1(u) 4(disz) gin2-ta";"month GazelleFeast  15 rams 4 billy goats 14 shekels each";"month Gazelle feast month Gazelle feast year total 44";"4.266332"
"71";"sze-bi 4(u) 4(asz) 1(barig) gur a-sza3 zalag-ga-a-gesztin";"its barley 44 gur 1 barig  field Zalagaagetin";"its barley 46 gur 1 barig field Hillockofacacia";"41.113362"
"72";"bala im-ma su-ga-ta gi-zi ze2-de3 usz-mu";"From the balaobligation of the last year that was repaid  to cut fresh reeds  Uu";"having sat out of bala barley not received the via UrLamma son of Urnig";"3.144345"
"73";"szunigin 1/2(iku) GAN2 1(u)-ta szunigin 2(bur3) 1(iku) 1/4(iku) GAN2 1(u) la2 1/2(disz)-ta";"total 2 bur3 1 12 iku surface area at 1 each  total 2 bur3 1 14 iku surface area at 1 less 12 each";"total 12 bur3 2 iku surface area at 1 less 12 each total 2 bur3 1 ee3 3 12 iku surface area at 1 less 1 each";"58.939702"
"74";"zu-ba-ga i3-dab5 iti u5-bi2-gu7";"Zubaga  accepted  month Ubifeast";"ate bread ate bread ate bread";"4.058349"
"75";"1(disz) az ($ blank space $) 4(disz)";"1 bear total 4";"1 bear altogether 292 various oxen and cows";"11.044796"
"76";"sze-bi 6(asz) gur iti ezem-{d}szul-gi 2(gesz2) 3(u) udu niga 1(disz) 1/2(disz) sila3-ta";"its barley 6 gur  month ulgi  15 sheep grainfed at 1 12 sila3 each";"its barley 6 gur month Festival of ulgi 12 sheep grainfed at 1 12 sila3 each";"61.478815"
"77";"nu-ur2-i3-li2 5(disz) sila3 kasz 3(disz) sila3 ninda 3(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for Nril  5 sila3 beer 3 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"for Puzri@@ aya 5 sila3 beer 3 sila3 bread 2 shekels oil 2 shekels alkaliplant";"51.007149"
"78";"1(u) 3(disz) geme2 u4 1(disz)-sze3 a i7-de3 usz2-a";"13 female laborer workdays  water to the river";"13 female laborer days from the furrows clods struck down labor of the plow assistants";"10.511847"
"79";"iti masz-da3-gu7 mu us2-sa ur-bi-lum{ki} ba-hul";"month Gazellefeast  year after Urbilum was destroyed";"month Gazelle feast year after The throne of Enlil was fashioned";"8.913766"
"80";"kin-bi 2(u) 6(disz) 2/3(disz) sar e e2-lugal-sze3";"its work 26 23 volumesar  to the ditch of royal household";"its work 26 23 volumesar 2 ninda length at the volumesar per ninda";"30.266437"
"81";"kas4 szusz3 gur8-za-an x-dar";"Kas the cattle administrator  Gurzan  dar";"Kas the cattle administrator has enforcer";"50.813275"
"82";"iti 1(u) 2(disz)-kam mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} ba-hul";"a period of 12 months  year AmarSuen the king Urbilum destroyed";"a period of 12 months year AmarSuen the king destroyed Urbilum";"82.651682"
"83";"sze ab-ba muhaldim ensi2-ka e2-gibil ab-ba muhaldim-ta";"Gerste des Abba des Koches des Stadtfrsten  aus dem NeuHaus des Abba des Koches";"grain of the silver and the air above all of the shepherds and the air above it is full of birds";"0.908042"
"84";"ki ur-{d}ur3-bar-tab-ta 3(u) 6(disz) geme2 3(ban2)";"from UrUrtab  36 female laborers each of whom received 3 ban per month";"from Ur@@ u 36 female laborers each from Girsu 3 female laborers each of Girsu";"26.760323"
"85";"1(disz) ku6 1(disz) sa szum2 ur-{d}nanna";"1 fish 1 bundle onions  UrNanna";"1 fish 1 bundle onions for UrNingal";"61.478815"
"86";"sze-bi 1(u) 9(asz) gur ziz2-bi 2(asz) gur";"its barley 19 gur  its emmer 2 gur";"its barley 19 gur its emmer 2 gur";"100.000000"
"87";"a-sza3 {d}szul-pa-e3 apin-la2 lugal-nesag-e ($ blank space $) ur-{d}gilgamesx(|BIL3.GA.MES|)";"field of ulpae  the tiller Lugalnesage  UrGilgame";"field of Mesilim from the field of Mesilim to the Water";"8.295194"
"88";"1(disz) masz2 giri3 ha-ge 1(u) 5(disz) udu sza3 uri5{ki}-...";"1 goat via age  15 sheep within Ur";"1 goat via Urabba";"21.874242"
"89";"mu-kux(DU) iti ses-da-gu7 mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul";"deliveries  Month eating piglettes  year Kima and Hurti were destroyed";"delivery month Pigletfeast year Kima and urti were destroyed";"19.969396"
"90";"szunigin 6(disz) gurusz 2(asz) 2(barig)-ta szunigin 1(disz) gurusz 2(asz) 2(barig)";"Total 6 male workers 2 gur 2 barig each  Total 1 male worker 2 gur 2 barig";"total 6 male laborers total 14 male laborer workdays";"4.338332"
"91";"a2-bi u4 1(gesz'u) 4(u)-kam 1(bur'u) 1(bur3) 1(esze3) GAN2 gesz-ur3-ra a-ra2 2(disz)-kam 4(disz) 1/2(iku) GAN2-ta";"its labor 64 workdays  11 bur3 1 ee3 field area harrowing twice at 4 12 iku field area each";"its labor 64 workdays 11 bur3 1 ee3 field area harrowing twice at 4 12 iku field area each labor of the worktroop 272 workdays";"74.400064"
"92";"4(disz) gu4 3(u) 2(disz) udu masz2 hi-a";"4 oxen 32 sheep goats various";"4 oxen 3 years old grainfed 2 heifers 2 years old";"7.495553"
"93";"giri3 ... a2 lu2 hun-ga2 3(asz) sze-ba ...";"via  wages of the hired  workers 3 gur barley rations of";"via x the barley loan of the temple household of Enlil";"9.425160"
"94";"zi-ga iti diri sze-sag11-ku5 mu {d}i-bi2-{d}suen lugal";"booked out  extra month Harvest  year IbbiSuen is king";"booked out month Harvest year IbbiSuen is king";"67.529182"
"95";"ba-usz2 u4 1(u) 3(disz)-kam ki {d}szul-gi-a-a-mu-ta";"slaughtered 13th day  from ulgiayamu";"slaughtered 13th day from Igi@@ Enli@@ le";"41.113362"
"96";"zi-ga sza3-bi-ta nigar{gar}-ki-du10 sipa gu4 niga";"booked outs and therefroms of Nigarkidu herdsman of oxen grainfed";"booked out of the kings account for white sheep";"5.073552"
"97";"bala gub-ba 2(u) 4(disz) erin2 1(barig)-ta u4 2(u)-sze3";"in bala stationed 24 labortroops at 1 barig each for 2 days";"in bala stationed 24 labortroops at 1 barig each for 2 days hired labortroops having sat out of bala";"59.779924"
"98";"2(disz) gurusz ugula lu2-saga 1(u) 2(disz) gurusz ugula lu2-{d}da-ia3";"2 laborers foreman Lusaga  12 laborers foreman LuDaya";"2 laborers foreman Lusaga 12 laborers foreman LuDaya";"100.000000"
"99";"la2-ia3 su-ga ki szu-{d}utu ugula geme2 gesz-i3 sur-sur-ra-ta";"from the restored deficit of uUtu foreman of the female sesame oil pressers";"deficit of the account of LuUtu foreman of the smiths in their midst were present";"12.874331"
"100";"lugal an-ub-da limmu2-ba szu-{d}x-... dub-sar";"king of the four corners scribe scribe";"king of the four corners scribe scribe";"100.000000"
"101";"sza3 nibru{ki} iti ses-da-gu7 mu {d}szu-{d}suen lugal";"in Nippur month Pigletfeast year uSuen is king";"in Nippur month Pigletfeast year Suen is king";"59.460356"
"102";"3(szar2) 4(gesz'u) 2(u) sa gi si-i3-tum";"1322 bundles of reed  the remainder";"subtotal 226 small cattle";"4.844232"
"103";"1(disz) nimgir-di-ne gudu4 lu2-tur-tur i3-dab5 1(disz) du-du-am3 u3 lu2-ba-x";"1 Nimgirdine the priest  did Luturtur accept  1 Duduam and Luba";"1 barig 1 ban2 agubi did not talk and the seal of Lu@@ ta@@ tic ecstatic conversing in an ecstatic state";"2.715680"
"104";"szu szum2-ma ki {d}en-lil2-zi-sza3-gal2-ta ba-zi iti ezem-{d}szu-{d}suen";"the delivered  from the account of Enlilziagal booked out  month Festival of uSuen";"from the account of Enlilziagal booked out month Festival of uSuen";"83.375292"
"105";"4(u) 8(disz) gu4 ab2 hi-a 1(gesz'u) 2(gesz2) 5(u) 5(disz) udu masz2 hi-a";"48 oxen cows various 775 sheep goats various";"48 oxen cows various 775 sheep goats various booked out";"75.983569"
"106";"szunigin sze-bi 7(gesz2) 5(u) 2(asz) 1(barig) 3(ban2) gur";"total its barley 472 gur 1 barig 3 ban2";"total its barley 425 gur 1 ban2";"24.177237"
"107";"iti {d}li9-si4 mu hu-uh2-nu-ri{ki} ba-hul lu2-kal-la";"month Lisi  year unuri was destroyed  Lukalla";"month Lisi year unuri was destroyed Lukalla";"100.000000"
"108";"sa gu4 3(disz)-kam kiszib3 ku3-ga-ni la2-ia3 3(disz) kun gu4 sa gu4 2(disz)-kam";"tendons of 3 oxen sealed tablet of Kugani  deficit 3 tails of oxen tendon of 2 oxen";"tendon of 3 oxen under seal of Kugani deficit 3 carcasses of oxen tendon of 2 oxen";"50.243316"
"109";"ku3-bi 1(disz) 1/2(disz) gin2 gurusz 1(u) 2(disz)-am3 a2 en-te-na";"ist silver 1 12 shekels  The male laborers are 12 labor of wintertime";"its silver 1 12 shekels 18 grains labor of carrying birds";"23.263035"
"110";"2(disz) udu niga {d}inanna unu{ki} giri3 lugal-i3-mah sagi";"2 barleyfed sheep for Inanna of Uruk  via Lugalimah cupbearer";"2 sheep barleyfed for Inanna via Suenabuu the cupbearer";"11.670827"
"111";"1(disz) ab2 amar ga 4(disz) gu4-gal";"1 heifer calf suckling  4 mature bulls";"1 heifer calf suckling 4 mature bulls";"100.000000"
"112";"ki tu-ra-a hu-um-s,u szu ba-ti";"from Turaya  did Humu  receive";"of the cit@@ es whom he had brought back from the wars their governors and en@@ thr@@ oned ones";"2.024446"
"113";"ARAD2-hu-la szunigin 2(ban2) 6(disz) sila3 kasz 2(ban2) 4(disz) sila3 ninda 1/2(disz) sila3 szum2";"for ARADula  total 2 ban2 6 sila3 beer 2 ban2 4 sila3 bread 12 sila3 onions";"for their children 2 ban2 6 sila3 beer 2 ban2 4 sila3 bread 12 bundles onions";"68.037493"
"114";"1(disz) udu a-udu hur-sag niga 4(disz)-kam us2";"1 hybrid mouflon barleyfed of 4th grade";"1 sheep of the carpenters wife of the governor of";"4.990050"
"115";"sze-bi 1(gesz2) 5(u) 1(asz) 3(barig) gur";"its barley 111 gur 3 barig";"its barley 95 gur 3 barig";"37.991784"
"116";"1(disz) 1/2(disz) nin-da-nir-gal2 dumu-ni-me tug2 nin-da-mu-da-gal2";"and1 12 for Nindanirgal  being her children  textile for Nindamudagal";"and 1 12 for Nindanirgal her daughter donated by Lugalti";"16.784460"
"117";"da-da-ga szu ba-ti mu ki-masz{ki} ba-hul";"Dadaga  erhalten  Jahr Kima wurde zerstrt";"Dadaga Urlu gudu officiant Naua year Kima and urti were destroyed";"4.456883"
"118";"iti ezem-an-na 1(disz) udu giri3 inim-{d}lu2-x ...";"month Festival of An  1 sheep via Inim";"month Festival of An 1 sheep via via InimInanna";"72.597953"
"119";"8(gesz2) 4(u) 2(disz) udu 3(u) 2(disz) masz2";"522 sheep 32 buck goats";"59 sheep 8 goats from Abbasaga";"9.652435"
"120";"ugula sza3-nin-ga2 GAN2-gu4 3(bur3) 1(esze3) 1(iku) 1/2(iku) GAN2 1(u)-ta";"foreman aninga  plowdomain  total 3 bur3 1 ee3 1 12 iku surface area at 1 each";"foreman aninga 3 bur3 1 ee3 1 34 iku surface area at 1 each";"57.187281"
"121";"szu ba-ti mu si-ma-num2{ki} ba-hul";"receive  year Simanum was destroyed  year Simanum was destroyed";"received year Simanum was destroyed";"30.048439"
"122";"szunigin 5(disz) kusz gu4 mu 2(asz) a-gar nu-gu7-a";"together 5 hides of twoyear oxen not tanned";"together 5 hides of oxen not tanned";"51.544868"
"123";"pisan-dub-ba nig2-ka9-ak KA la2-a";"Basketoftablets   Accounts  of the fatteners";"Basketoftablets accounts of Lugal";"14.794016"
"124";"nig2-ka9-ak pa3-da iti min-esz3 mu {d}szu-{d}suen lugal";"Account of Pada Month mine year uSuen is king";"account of salt@@ sumac in Apisal month LuHaya year IbbiSuen is king";"8.054496"
"125";"1(esze3) 3(iku) GAN2 su3 a-sza3 tur an-ka";"1 ee3 3 iku field fallow  the small field of Anka";"1 ee3 3 iku field 3 gur 1 barig Ninsigaredena 1 ee3 3 iku field 1 gur";"22.407509"
"126";"mar-sa-a gub-ba kiszib3 ur-{d}ba-ba6 1(gesz'u) 7(gesz2) 4(u) 6(asz) gur in-nu";"stationed at marsa  under seal of UrBaba  166 gur straw";"stationed under seal of UrBaba the sealed document of UrNingirsu";"27.776190"
"127";"2(u) 7(disz) geme2 u4 3(disz)-sze3 bala-ta gur-ra";"27 female laborers in 3 days returned from the bala service";"27 female laborers in bala stationed tonth FestivalofBaba";"25.124219"
"128";"5(asz) 1(barig) sze kasz gur 3(asz) 2(barig) 5(ban2) la2 1(disz) sila3 gur";"5 gur 1 barig barley for beer and 3 gur 2 barig 5 ban2 less 1 sila3";"5 gur 1 barig 3 ban2 roasted barley 1 gur 4 barig 5 ban2 barley";"23.314660"
"129";"1(asz) 1(barig) x gur zi3 kiszib3 ur-{d}lugal-banda3";"1 gur n sila3 flour  under seal of Urlugalbanda";"1 gur 1 barig 3 sila3 for the worktroops";"10.552670"
"130";"4(ban2) dabin 7(disz) sila3 ninda AB u4 1(disz)-kam";"4 ban2 barley flour 7 sila3 ABbread on the 1st day";"4 ban2 barley flour 7 sila3 ABbread on the 1st day";"100.000000"
"131";"ugula lu2-gi-na 1(gesz'u) 3(u) 1(asz) 3(barig) sze gur";"foreman Lugina  631 gur 3 barig barley";"foreman Lugina Lu2gina the plowman 1 bur3 5 iku surface area at 1 each";"5.679677"
"132";"sza3 nibru{ki} iti ki-siki-{d}nin-a-zu mu us2-sa ma2 dara4-abzu {d}en-ki-ka ba-ab-du8";"in Nippur  month Wool center of Ninazu  year following The barge Daraabzu of Enki was caulked";"in Nippur month kisiki of Ninazu year The boat of Enki of Eridu was caulked";"19.819699"
"133";"u4 1(u)-sze3 kam-sal4-la{ki}-ta nibru{ki}-sze3 ma2 gid2-da ma2 ba-al-la";"for 1 days from Kamsala to Nippur barge punted barge unloaded";"for 1 days from Meenkar to Nippur barge punted barge unloaded silos with clay sealed and barge returned";"40.210747"
"134";"2(asz) mu ur-{d}szusz3-{d}ba-ba6-sze3 kiszib3 a-ab-ba nu-banda3-gu4";"2 gur in place of UruBaba under seal of Aabba the supervisor of oxen";"2 gur under seal of UruBaba under seal of Aabba the supervisor of oxen";"72.724541"
"135";"e2 nam-ha-ni e2 {d}szu-{d}suen e2 {d}nin-gesz-zi-da";"for the house of Namani  for the house of Suen  for the house of Ningezida";"house of Namani house of Lagash in Girsu";"10.775324"
