"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"33";"a2-bi u4 1(gesz2) 1(disz) 1(gesz'u) 2(u) 8(disz) 1/3(disz) sar al 6(disz) 1/2(disz) sar-ta";"its labor 61 days  628 13 sar at 6 12 sar a day";"its labor 91 days 6 at n sar a day its labor n days per month 6 ( disz ) ninda 1 sar hoed at 4 12 sar per day its labor 2 workdays";"6.510755"
"34";"iri-sa12-rigx(|PA.MUNUS.HUB2.DU|){ki}-ta u4 2(disz)-sze3 kun-zi-da {gesz}kiri6 gesztin-sze3 ma2 diri-ga";"from irisagrig  two workdays to reservoir of   vineyard barge floated";"from irisagrig two workdays to reservoir of vineyard barge punted for 1 workday at uriruvillage barley transferred";"47.967645"
"35";"1(u) 7(asz) 2(ban2) gur kiszib3 ur-e2-ninnu";"17 gur 2 ban2 under seal of ureninnu";"17 gur 2 ban2 under seal of ureninnu 2 ban2 ureninnu";"67.865027"
"36";"sze-bi 1(u) 4(asz) 1(barig) gur a-sza3 pu2-a2-uz";"its barley 14 gur 1 barig  field puauz";"its barley 14 gur 1 barig field puauz";"100.000000"
"37";"sza3 umma{ki} mu us2-sa e2 puzur4 ba-du3";"in umma  year following the house of puzri was built";"the household of the house saying the owner of the house of the house saying i will forget my toil of that previous time";"5.856458"
"38";"3(gesz2) gurusz u4 1(disz)-sze3 kiszib3-bi 2(disz)-am3";"18 workdays male laborers the sealed documents are 2";"3 workdays male laborers production of free days of the porters";"14.991107"
"39";"dingir-sukkal 5(disz) sila3 kasz 5(disz) sila3 ninda 2(disz) sa szum2";"for dingirsukkal  5 sila3 beer 5 sila3 bread 2 bundles onions";"for dingirsukkal 5 sila3 beer 5 sila3 bread 2 bundles onions";"100.000000"
"40";"szunigin 1(bur3) 4(iku) 1/4(iku) GAN2 8(disz)-ta";"total 1 bur3 4 14 iku surface area at 8 each";"total 1 bur3 4 14 iku surface area at 8 each total its barley 633 gur 1 barig 3 ban2";"51.086369"
"41";"1(disz) udu 1(disz) sila4 1(disz) sila4 ga";"1 ram  1 male lamb  1 male suckling lamb";"1 sheep 1 1 lamb 1 female kid";"11.591199"
"42";"1(u) la2 1(disz) udu 3(disz) masz2";"1 less 1 rams  3 billy goats";"9 rams grainfed 3 billy goats 13 mina 5 shekels each";"14.991107"
"43";"2(disz) ad7 gu4 2(disz) kun gu4";"2 carcases of oxen  5 tails of oxen";"2 carcasses of oxen tendon of 2 oxen";"13.888095"
"44";"iti sze-sag11-ku5 mu {d}szu-{d}suen lugal 2(gesz2) 5(u) 5(disz)";"month harvest  year usuen is king  total 175";"month harvest year usuen the king the amorite wall named mriqtidnim erected";"22.416934"
"45";"szunigin 1(bur3) GAN2 1(u) la2 1/2(disz)-ta";"total 1 bur3 surface area at 1 less 12 each";"total 1 bur3 surface area at 1 less 1 each";"78.254229"
"46";"mu hu-uh2-nu-ri{ki} ba-hul 8(disz)";"year unuri was destroyed  total 8";"year unuri was destroyed total 8 sheep";"80.910671"
"47";"inim-{d}szara2 engar dumu ur-{gesz}gigir 1(bur3) 1(esze3) GAN2 1(u) 1(disz)-ta";"inimara the plowman son of urgigir  1 bur3 1 ee3 surface area at 11 each";"inimara the plowman 1 bur3 1 ee3 surface area at 1 each 1 bur3 1 ee3 surface area at 1 less 1 each";"31.573558"
"48";"kiszib3 lu2-gu-la sanga {d}dumu-zi ur-nig2-e";"under seal of lugula  high priest of dumuzi  by urnig";"sealed tablet of urulpae foreman and mill are unloaded";"4.266332"
"49";"3(gesz'u) sze gur 4(u) gig gur";"18 gur barley  4 gur wheat";"216 gur 3 barig 5 ban 5 sla barley measured according to the royal standard";"3.125191"
"50";"a2-bi u4 4(szar2) 4(gesz'u) 8(gesz2) 3(u) 4(disz) 1/2(disz)";"labor involved 17314 12 workdays";"labor involved 17314 12 workdays its 16th included burden set in umma";"31.702331"
"51";"1(u) gin2 ku3-babbar ki {d}nin-gir2-su-i3-sa6-ta ur-{d}lamma";"1 shekels silver  from ningirsuisa  did urlamma";"1 shekels silver for nanna in the ekinugal via cheese";"15.619700"
"52";"lugal an-ub-da limmu2-ba ur-{d}... dub-sar";"king of the four corners ur scribe";"king of the four corners urulpae scribe";"64.345888"
"53";"geme2 kikken2 {gesz}tukul-e-dab5-ba-me 2(asz) 1(barig) 3(ban2) gur";"for the female millers seized by the weapons 2 gur 1 barig 3 ban2";"for the female weavers 68 gur 1 ban2";"12.779458"
"54";"nu-banda3 e-lu-da-an sza3 unu{ki} giri3 lugal-am-gal";"supervisor eludan  in uruk  via lugalamgal";"the overseer nabasa 8 labortroop workdays";"4.058349"
"55";"8(disz) udu ... 1(disz) udu ...";"8 sheep   1 sheep";"total 8 sheep 1 sheep";"66.874030"
"56";"{d}nansze-kam lu2 lunga u3 si-i3-tum lu2 didli";"nanekam brewer  and the deficit documents of various men";"nanekam brewer and the deficit documents of various men are here";"78.607530"
"57";"pisan-dub-ba nig2-ka9-ak sze gu4 engar";"basketoftablets  accounts  barley oxen plowman";"basketoftablets accounts barley of distribution plowmen young oxen turners of";"16.784460"
"58";"5(disz) gu4 niga 1(disz) gu4 gun3-a niga";"5 oxen grainfed  1 ox speckled grainfed";"5 oxen grainfed 1 ox speckled grainfed 16 oxen";"72.597953"
"59";"szunigin sze-bi 5(u) 1(asz) 4(barig) 2(ban2) gur";"total its grain 51 gur 4 barig 2 ban2";"total its barley 55 gur 4 barig 2 ban2 3 sila3";"40.352786"
"60";"mu-dab5 igi-ni in-gar mu lugal u4 a-ra2 2(disz)-ka";"he was captured  and presented  by the royal name when a 2nd time";"he captured and in a neck stock to the gate";"7.817610"
"61";"a-sza3 du6-gesz-i3-ka {d}szara2-zi-da engar 1(bur3) GAN2 1(u)-ta";"field hillockofurbartab  arazida the plowman  1 bur3 surface area at 1 each";"field hillockofplantoil lugalunire the plowman 2 bur3 surface area at 1 each";"48.326978"
"62";"u3-tu-da giri3 bu3-lu5-lu5 mu-kux(DU)";"newborns  via bululu  delivery";"via bululu delivery nasa accepted";"39.763536"
"63";"b. n 3(disz) us2 x 4(disz) gurusz-bi x";"n  3 ninda the side   4 its workmen";"3 sheephides 4 hides";"6.988198"
"64";"sag-nig2-gur11-ra-kam sza3-bi-ta 6(gesz2) gurusz u4 1(disz)-sze3";"are the debit  therefrom  36 male laborer workdays";"are the debit therefrom 6 male laborers for 1 days";"27.776190"
"65";"1(disz) udu a-lum gesz-du3 1(u) la2 1(disz) udu a-lum";"1 alumsheep breeder  9 alumsheep";"1 sheep alum grainfed slaughtered among the old";"5.522398"
"66";"sahar ($ blank space $) 1(u) 4(disz) ninda 1/3(disz) sar-ta";"its soil   14 ninda long at 13 sar per ninda";"1 ninda length at 1 volumeshekels per ninda its work 5 23 volumesar 15 ninda length at 13 volumesar per ninda";"5.684653"
"67";"{u2}har-an ga6-ga2 kiszib3 na-ba-sa6 1(gesz2) 5(u) 5(disz) geme2 u4 1(disz)-sze3";"harangrass carried  under seal of nabasa  115 workdays";"to the inspectors sheaves with 1 days via uree 47 workdays male laborers";"3.089055"
"68";"5(u) 5(disz) masz2-gal u4 2(u)-kam ki ab-ba-sa6-ga-ta";"55 billy goats full grown  2th day  from abbasaga";"53 billy goats on the 7th day from abbasaga";"22.316181"
"69";"5(disz) gurusz ugula i3-kal-la 1(u) ugula tab-sza-la";"5 male laborers  foreman ikalla  1 foreman tabala";"5 male laborers overseer lugalmumag 1 namani 1 luara";"19.070828"
"70";"iti masz-ku3-gu7 1(u) 5(disz) udu 4(disz) masz2 1(u) 4(disz) gin2-ta";"month gazellefeast  15 rams 4 billy goats 14 shekels each";"month gazelle feast year unuri was destroyed total 4 sheep";"4.990050"
"71";"sze-bi 4(u) 4(asz) 1(barig) gur a-sza3 zalag-ga-a-gesztin";"its barley 44 gur 1 barig  field zalagaagetin";"its barley 43 gur 1 barig harvest barley";"25.848658"
"72";"bala im-ma su-ga-ta gi-zi ze2-de3 usz-mu";"from the balaobligation of the last year that was repaid  to cut fresh reeds  uu";"the lion punting poles to the netherworldgrave the silver any more of his hoe is that of his dining hall";"2.862999"
"73";"szunigin 1/2(iku) GAN2 1(u)-ta szunigin 2(bur3) 1(iku) 1/4(iku) GAN2 1(u) la2 1/2(disz)-ta";"total 2 bur3 1 12 iku surface area at 1 each  total 2 bur3 1 14 iku surface area at 1 less 12 each";"total 12 bur3 2 ee3 12 iku surface area at 1 each total 2 bur3 surface area at 1 less 1 each total 1 bur3 2 ee3 surface area at 8 12 each";"41.976842"
"74";"zu-ba-ga i3-dab5 iti u5-bi2-gu7";"zubaga  accepted  month ubifeast";"towards nina her city on ininadua he directed the barge he is breaking the waves of ideula after reaching bag@@ arahouse hanging over the river";"0.753095"
"75";"1(disz) az ($ blank space $) 4(disz)";"1 bear total 4";"1 bear cub from ursuen the kings son delivery";"9.535414"
"76";"sze-bi 6(asz) gur iti ezem-{d}szul-gi 2(gesz2) 3(u) udu niga 1(disz) 1/2(disz) sila3-ta";"its barley 6 gur  month ulgi  15 sheep grainfed at 1 12 sila3 each";"its barley 6 gur month festival of ulgi 9 gur barley not received";"28.025543"
"77";"nu-ur2-i3-li2 5(disz) sila3 kasz 3(disz) sila3 ninda 3(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for nril  5 sila3 beer 3 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"for nril 5 sila3 beer 3 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"100.000000"
"78";"1(u) 3(disz) geme2 u4 1(disz)-sze3 a i7-de3 usz2-a";"13 female laborer workdays  water to the river";"13 female laborer days ground the female laborer of the field abagalenlil";"13.545994"
"79";"iti masz-da3-gu7 mu us2-sa ur-bi-lum{ki} ba-hul";"month gazellefeast  year after urbilum was destroyed";"month gazelle feast year after simanum was destroyed";"16.515822"
"80";"kin-bi 2(u) 6(disz) 2/3(disz) sar e e2-lugal-sze3";"its work 26 23 volumesar  to the ditch of royal household";"its work 26 23 sila3 e large la2-e waters rise from sleep";"21.200627"
"81";"kas4 szusz3 gur8-za-an x-dar";"kas the cattle administrator  gurzan  dar";"esaga kas the cattle administrator gurzan";"75.983569"
"82";"iti 1(u) 2(disz)-kam mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} ba-hul";"a period of 12 months  year amarsuen the king urbilum destroyed";"a period of 12 months year amarsuen the king urbilum destroyed";"100.000000"
"83";"sze ab-ba muhaldim ensi2-ka e2-gibil ab-ba muhaldim-ta";"gerste des abba des koches des stadtfrsten  aus dem neuhaus des abba des koches";"abba scribe son of itrilum governor of babylon";"2.608596"
"84";"ki ur-{d}ur3-bar-tab-ta 3(u) 6(disz) geme2 3(ban2)";"from ururtab  36 female laborers each of whom received 3 ban per month";"from urnanna ulgiirimu received total 3 female laborers month dumuzi";"8.182186"
"85";"1(disz) ku6 1(disz) sa szum2 ur-{d}nanna";"1 fish 1 bundle onions  urnanna";"1 fish 1 bundle onions urnanna";"100.000000"
"86";"sze-bi 1(u) 9(asz) gur ziz2-bi 2(asz) gur";"its barley 19 gur  its emmer 2 gur";"its barley 19 gur its emmer 2 gur field latur";"75.983569"
"87";"a-sza3 {d}szul-pa-e3 apin-la2 lugal-nesag-e ($ blank space $) ur-{d}gilgamesx(|BIL3.GA.MES|)";"field of ulpae  the tiller lugalnesage  urgilgame";"field of apisal the household of namani total 2 barig 3 ban2 9 13 sila3";"5.816635"
"88";"1(disz) masz2 giri3 ha-ge 1(u) 5(disz) udu sza3 uri5{ki}-...";"1 goat via age  15 sheep within ur";"1 nanny goat via bani 1 goat of ahuwaqar";"12.549311"
"89";"mu-kux(DU) iti ses-da-gu7 mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul";"deliveries  month eating piglettes  year kima and hurti were destroyed";"delivery month pigletfeast year urbilum was destroyed";"5.630401"
"90";"szunigin 6(disz) gurusz 2(asz) 2(barig)-ta szunigin 1(disz) gurusz 2(asz) 2(barig)";"total 6 male workers 2 gur 2 barig each  total 1 male worker 2 gur 2 barig";"total 6 lines total 6 lines it is the 4th longtablet in the composition";"5.073216"
"91";"a2-bi u4 1(gesz'u) 4(u)-kam 1(bur'u) 1(bur3) 1(esze3) GAN2 gesz-ur3-ra a-ra2 2(disz)-kam 4(disz) 1/2(iku) GAN2-ta";"its labor 64 workdays  11 bur3 1 ee3 field area harrowing twice at 4 12 iku field area each";"its labor 64 workdays 11 bur3 1 ee3 field area harrowing twice at 4 12 iku field area each labor of the worktroop 272 workdays";"74.400064"
"92";"4(disz) gu4 3(u) 2(disz) udu masz2 hi-a";"4 oxen 32 sheep goats various";"total 4 oxen hi-a total 2794";"16.233396"
"93";"giri3 ... a2 lu2 hun-ga2 3(asz) sze-ba ...";"via  wages of the hired  workers 3 gur barley rations of";"via the hirelings of the worker 2 gur 4 barig 1 ban2 9 sila3";"6.754313"
"94";"zi-ga iti diri sze-sag11-ku5 mu {d}i-bi2-{d}suen lugal";"booked out  extra month harvest  year ibbisuen is king";"booked out month harvest year ibbisuen is king";"67.529182"
"95";"ba-usz2 u4 1(u) 3(disz)-kam ki {d}szul-gi-a-a-mu-ta";"slaughtered 13th day  from ulgiayamu";"slaughtered 13th day from igienlile";"66.874030"
"96";"zi-ga sza3-bi-ta nigar{gar}-ki-du10 sipa gu4 niga";"booked outs and therefroms of nigarkidu herdsman of oxen grainfed";"booked out debit account of lugalebansa entered under seal of urnungal month dumuzi";"4.065425"
"97";"bala gub-ba 2(u) 4(disz) erin2 1(barig)-ta u4 2(u)-sze3";"in bala stationed 24 labortroops at 1 barig each for 2 days";"in bala stationed 24 labortroops at 1 barig each for 2 days hired labortroops having sat out of bala";"59.779924"
"98";"2(disz) gurusz ugula lu2-saga 1(u) 2(disz) gurusz ugula lu2-{d}da-ia3";"2 laborers foreman lusaga  12 laborers foreman ludaya";"2 laborers foreman lusaga 12 laborers foreman ludaya";"100.000000"
"99";"la2-ia3 su-ga ki szu-{d}utu ugula geme2 gesz-i3 sur-sur-ra-ta";"from the restored deficit of uutu foreman of the female sesame oil pressers";"deficit of the account of enlil the youth of enlil the youth of his own strength";"7.314032"
"100";"lugal an-ub-da limmu2-ba szu-{d}x-... dub-sar";"king of the four corners scribe scribe";"king of the four corners usuen scribe";"64.345888"
"101";"sza3 nibru{ki} iti ses-da-gu7 mu {d}szu-{d}suen lugal";"in nippur month pigletfeast year usuen is king";"in nippur 2 oxen grainfed inanna the prince";"11.044796"
"102";"3(szar2) 4(gesz'u) 2(u) sa gi si-i3-tum";"1322 bundles of reed  the remainder";"3 talents 28 13 mina wool of fattailed sheep";"4.767707"
"103";"1(disz) nimgir-di-ne gudu4 lu2-tur-tur i3-dab5 1(disz) du-du-am3 u3 lu2-ba-x";"1 nimgirdine the priest  did luturtur accept  1 duduam and luba";"1 urenunna 2 nimgirdine they are guduofficiants of nane";"4.540014"
"104";"szu szum2-ma ki {d}en-lil2-zi-sza3-gal2-ta ba-zi iti ezem-{d}szu-{d}suen";"the delivered  from the account of enlilziagal booked out  month festival of usuen";"he had given to him and the people wailed the citizens of nippur was presented to him with seven corners";"2.519759"
"105";"4(u) 8(disz) gu4 ab2 hi-a 1(gesz'u) 2(gesz2) 5(u) 5(disz) udu masz2 hi-a";"48 oxen cows various 775 sheep goats various";"48 oxen cows various 775 sheep goats various booked out";"75.983569"
"106";"szunigin sze-bi 7(gesz2) 5(u) 2(asz) 1(barig) 3(ban2) gur";"total its barley 472 gur 1 barig 3 ban2";"total its barley 432 gur 3 barig 4 ban2 6 sila3";"17.242221"
"107";"iti {d}li9-si4 mu hu-uh2-nu-ri{ki} ba-hul lu2-kal-la";"month lisi  year unuri was destroyed  lukalla";"month lisi year unuri was destroyed via lukalla";"70.710678"
"108";"sa gu4 3(disz)-kam kiszib3 ku3-ga-ni la2-ia3 3(disz) kun gu4 sa gu4 2(disz)-kam";"tendons of 3 oxen sealed tablet of kugani  deficit 3 tails of oxen tendon of 2 oxen";"tendon of 3 oxen sealed tablet of kugani deficit 3 tails of oxen tendon of 2 oxen";"93.513348"
"109";"ku3-bi 1(disz) 1/2(disz) gin2 gurusz 1(u) 2(disz)-am3 a2 en-te-na";"ist silver 1 12 shekels  the male laborers are 12 labor of wintertime";"its silver 1 23 shekels 1 grains 2 ban2 4 sila3 plant oil for oiling garments";"5.412989"
"110";"2(disz) udu niga {d}inanna unu{ki} giri3 lugal-i3-mah sagi";"2 barleyfed sheep for inanna of uruk  via lugalimah cupbearer";"2 sheep barleyfed for inanna in the frontier in bala";"10.552670"
"111";"1(disz) ab2 amar ga 4(disz) gu4-gal";"1 heifer calf suckling  4 mature bulls";"1 heifer calf suckling 2 mature bulls";"48.892302"
"112";"ki tu-ra-a hu-um-s,u szu ba-ti";"from turaya  did humu  receive";"strengthened the roots standing in silver";"4.058349"
"113";"ARAD2-hu-la szunigin 2(ban2) 6(disz) sila3 kasz 2(ban2) 4(disz) sila3 ninda 1/2(disz) sila3 szum2";"for aradula  total 2 ban2 6 sila3 beer 2 ban2 4 sila3 bread 12 sila3 onions";"for nannazi the cook 3 sila3 beer 2 sila3 bread 2 bundles onions";"12.910533"
"114";"1(disz) udu a-udu hur-sag niga 4(disz)-kam us2";"1 hybrid mouflon barleyfed of 4th grade";"1 sheep of 3rd grade 1 hybird mouflon barleyfed 3rd grade";"9.425160"
"115";"sze-bi 1(gesz2) 5(u) 1(asz) 3(barig) gur";"its barley 111 gur 3 barig";"their barley 81 gur 2 barig 5 ban2 5 sila3";"5.522398"
"116";"1(disz) 1/2(disz) nin-da-nir-gal2 dumu-ni-me tug2 nin-da-mu-da-gal2";"and1 12 for nindanirgal  being her children  textile for nindamudagal";"1 12 mana wool for lala and for urendursag";"5.614808"
"117";"da-da-ga szu ba-ti mu ki-masz{ki} ba-hul";"dadaga  erhalten  jahr kima wurde zerstrt";"did dadaga receive month ayakalla";"8.745825"
"118";"iti ezem-an-na 1(disz) udu giri3 inim-{d}lu2-x ...";"month festival of an  1 sheep via inim";"month festival of an year via daaga chief household administrator";"27.776190"
"119";"8(gesz2) 4(u) 2(disz) udu 3(u) 2(disz) masz2";"522 sheep 32 buck goats";"total 52 sheep 1 not done total 52 sheep 1 not via";"3.386499"
"120";"ugula sza3-nin-ga2 GAN2-gu4 3(bur3) 1(esze3) 1(iku) 1/2(iku) GAN2 1(u)-ta";"foreman aninga  plowdomain  total 3 bur3 1 ee3 1 12 iku surface area at 1 each";"sza3-nin-ga2 engar 3 bur3 1 ee3 1 34 iku surface area at 1 each";"53.422279"
"121";"szu ba-ti mu si-ma-num2{ki} ba-hul";"receive  year simanum was destroyed  year simanum was destroyed";"received year simanum was destroyed";"30.048439"
"122";"szunigin 5(disz) kusz gu4 mu 2(asz) a-gar nu-gu7-a";"together 5 hides of twoyear oxen not tanned";"together 5 hides of twoyear oxen tanned";"72.895452"
"123";"pisan-dub-ba nig2-ka9-ak KA la2-a";"basketoftablets   accounts  of the fatteners";"basketoftablets accounts of";"51.341712"
"124";"nig2-ka9-ak pa3-da iti min-esz3 mu {d}szu-{d}suen lugal";"account of pada month mine year usuen is king";"account of month of year after suen is king";"14.923729"
"125";"1(esze3) 3(iku) GAN2 su3 a-sza3 tur an-ka";"1 ee3 3 iku field fallow  the small field of anka";"1 ee3 3 iku field fallow field the homeland";"50.542297"
"126";"mar-sa-a gub-ba kiszib3 ur-{d}ba-ba6 1(gesz'u) 7(gesz2) 4(u) 6(asz) gur in-nu";"stationed at marsa  under seal of urbaba  166 gur straw";"stationed in the boathouse booked into the debit section of urees account sealed tablet of urnungal";"2.908318"
"127";"2(u) 7(disz) geme2 u4 3(disz)-sze3 bala-ta gur-ra";"27 female laborers in 3 days returned from the bala service";"27 female laborers in 7 days went to the bala service";"35.084397"
"128";"5(asz) 1(barig) sze kasz gur 3(asz) 2(barig) 5(ban2) la2 1(disz) sila3 gur";"5 gur 1 barig barley for beer and 3 gur 2 barig 5 ban2 less 1 sila3";"5 gur 1 barig barley according to the royal measure for ningirsu";"21.874114"
"129";"1(asz) 1(barig) x gur zi3 kiszib3 ur-{d}lugal-banda3";"1 gur n sila3 flour  under seal of urlugalbanda";"1 gur 1 barig 2 ban2 for the worktroops";"9.535414"
"130";"4(ban2) dabin 7(disz) sila3 ninda AB u4 1(disz)-kam";"4 ban2 barley flour 7 sila3 abbread on the 1st day";"4 ban2 barley flour 7 sila3 abbread on the 1st day 5 ban2 4 sila3 barley flour";"61.021692"
"131";"ugula lu2-gi-na 1(gesz'u) 3(u) 1(asz) 3(barig) sze gur";"foreman lugina  631 gur 3 barig barley";"foreman lugina 1 gur of barley delivered";"15.619700"
"132";"sza3 nibru{ki} iti ki-siki-{d}nin-a-zu mu us2-sa ma2 dara4-abzu {d}en-ki-ka ba-ab-du8";"in nippur  month wool center of ninazu  year following the barge daraabzu of enki was caulked";"in nippur month kisiki of ninazu year the boat of enki was caulked";"29.059394"
"133";"u4 1(u)-sze3 kam-sal4-la{ki}-ta nibru{ki}-sze3 ma2 gid2-da ma2 ba-al-la";"for 1 days from kamsala to nippur barge punted barge unloaded";"for 1 days from meenkar to nippur barge punted barge unloaded silos with clay sealed and barge returned";"40.210747"
"134";"2(asz) mu ur-{d}szusz3-{d}ba-ba6-sze3 kiszib3 a-ab-ba nu-banda3-gu4";"2 gur in place of urubaba under seal of aabba the supervisor of oxen";"2 gur urubaba 2 gur in place of urubaba under seal of aabba the supervisor of oxen";"80.531220"
"135";"e2 nam-ha-ni e2 {d}szu-{d}suen e2 {d}nin-gesz-zi-da";"for the house of namani  for the house of suen  for the house of ningezida";"of the house of namani are here year ibbisuen is king";"17.245419"
