"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"51";"1(u) gin2 ku3-babbar ki {d}nin-gir2-su-i3-sa6-ta ur-{d}lamma";"1 shekels silver  from ningirsuisa  did urlamma";"1 shekels silver from urutu under seal of the governor";"26.269099"
"52";"lugal an-ub-da limmu2-ba ur-{d}... dub-sar";"king of the four corners ur scribe";"king of the four corners scribe scribe";"64.345888"
"53";"geme2 kikken2 {gesz}tukul-e-dab5-ba-me 2(asz) 1(barig) 3(ban2) gur";"for the female millers seized by the weapons 2 gur 1 barig 3 ban2";"having left the house and entered into the street the female worker set up a false gur 1";"6.423095"
"54";"nu-banda3 e-lu-da-an sza3 unu{ki} giri3 lugal-am-gal";"supervisor eludan  in uruk  via lugalamgal";"the overseer square with sa2 in the city day with passed";"3.747777"
"55";"8(disz) udu ... 1(disz) udu ...";"8 sheep   1 sheep";"8 sheep 1 sheep with";"66.874030"
"56";"{d}nansze-kam lu2 lunga u3 si-i3-tum lu2 didli";"nanekam brewer  and the deficit documents of various men";"nanekam brewer and the deficit documents of various men are here";"78.607530"
"57";"pisan-dub-ba nig2-ka9-ak sze gu4 engar";"basketoftablets  accounts  barley oxen plowman";"basketoftablets accounts of barley wheat foreman dudumu";"14.535768"
"58";"5(disz) gu4 niga 1(disz) gu4 gun3-a niga";"5 oxen grainfed  1 ox speckled grainfed";"5 oxen grainfed 1 ox speckled grainfed 16 oxen";"72.597953"
"59";"szunigin sze-bi 5(u) 1(asz) 4(barig) 2(ban2) gur";"total its grain 51 gur 4 barig 2 ban2";"total its barley 51 gur 4 barig 2 ban2";"66.063286"
"60";"mu-dab5 igi-ni in-gar mu lugal u4 a-ra2 2(disz)-ka";"he was captured  and presented  by the royal name when a 2nd time";"he seized he seized urpusag";"2.156694"
"61";"a-sza3 du6-gesz-i3-ka {d}szara2-zi-da engar 1(bur3) GAN2 1(u)-ta";"field hillockofurbartab  arazida the plowman  1 bur3 surface area at 1 each";"field hillockofplantoil lugalunire the plowman 1 bur3 surface area at 1 each";"72.925717"
"62";"u3-tu-da giri3 bu3-lu5-lu5 mu-kux(DU)";"newborns  via bululu  delivery";"newborns via ulgiayamu";"45.782274"
"63";"b. n 3(disz) us2 x 4(disz) gurusz-bi x";"n  3 ninda the side   4 its workmen";"3 by anahepat 9";"5.876351"
"64";"sag-nig2-gur11-ra-kam sza3-bi-ta 6(gesz2) gurusz u4 1(disz)-sze3";"are the debit  therefrom  36 male laborer workdays";"are the debit therefrom 6 male laborer workdays";"50.000000"
"65";"1(disz) udu a-lum gesz-du3 1(u) la2 1(disz) udu a-lum";"1 alumsheep breeder  9 alumsheep";"1 longfleeced sheep breeders 1 aslum sheep";"6.567275"
"66";"sahar ($ blank space $) 1(u) 4(disz) ninda 1/3(disz) sar-ta";"its soil   14 ninda long at 13 sar per ninda";"its work 14 volumesar total 13 volumesar";"5.630401"
"67";"{u2}har-an ga6-ga2 kiszib3 na-ba-sa6 1(gesz2) 5(u) 5(disz) geme2 u4 1(disz)-sze3";"harangrass carried  under seal of nabasa  115 workdays";"grass fenugreek";"2.489353"
"68";"5(u) 5(disz) masz2-gal u4 2(u)-kam ki ab-ba-sa6-ga-ta";"55 billy goats full grown  2th day  from abbasaga";"52 billy goats for 2 days from the city not going";"8.295194"
"69";"5(disz) gurusz ugula i3-kal-la 1(u) ugula tab-sza-la";"5 male laborers  foreman ikalla  1 foreman tabala";"5 male laborers overseer lugalmumag foreman namani 1 male laborers foreman duga";"19.729406"
"70";"iti masz-ku3-gu7 1(u) 5(disz) udu 4(disz) masz2 1(u) 4(disz) gin2-ta";"month gazellefeast  15 rams 4 billy goats 14 shekels each";"month gazelle feast year after 44 male goats set at 12 sar each";"4.065425"
"71";"sze-bi 4(u) 4(asz) 1(barig) gur a-sza3 zalag-ga-a-gesztin";"its barley 44 gur 1 barig  field zalagaagetin";"its barley 41 gur 1 barig field flash";"41.113362"
"72";"bala im-ma su-ga-ta gi-zi ze2-de3 usz-mu";"from the balaobligation of the last year that was repaid  to cut fresh reeds  uu";"the female worker did not have authority over her mistress the female worker did not have authority over her mistress i shall pluck my husband instead";"1.717906"
"73";"szunigin 1/2(iku) GAN2 1(u)-ta szunigin 2(bur3) 1(iku) 1/4(iku) GAN2 1(u) la2 1/2(disz)-ta";"total 2 bur3 1 12 iku surface area at 1 each  total 2 bur3 1 14 iku surface area at 1 less 12 each";"total 12 bur3 surface area at 1 each total 2 bur3 1 ee3 surface area at 1 each total 2 bur3 surface area at 8 12 each";"45.853536"
"74";"zu-ba-ga i3-dab5 iti u5-bi2-gu7";"zubaga  accepted  month ubifeast";"ba-ba scribe son of urnigar";"5.341088"
"75";"1(disz) az ($ blank space $) 4(disz)";"1 bear total 4";"1 bear cub total 4 delivery of usuen";"15.619700"
"76";"sze-bi 6(asz) gur iti ezem-{d}szul-gi 2(gesz2) 3(u) udu niga 1(disz) 1/2(disz) sila3-ta";"its barley 6 gur  month ulgi  15 sheep grainfed at 1 12 sila3 each";"its barley 6 gur month festival of ulgi 2 sheep grainfed at 1 12 sila3 each";"61.478815"
"77";"nu-ur2-i3-li2 5(disz) sila3 kasz 3(disz) sila3 ninda 3(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for nril  5 sila3 beer 3 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"for nril 5 sila3 beer 3 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"100.000000"
"78";"1(u) 3(disz) geme2 u4 1(disz)-sze3 a i7-de3 usz2-a";"13 female laborer workdays  water to the river";"13 female laborer days on the palace to the palace";"19.640733"
"79";"iti masz-da3-gu7 mu us2-sa ur-bi-lum{ki} ba-hul";"month gazellefeast  year after urbilum was destroyed";"month gazelle feast year after the throne of enlil was fashioned";"8.913766"
"80";"kin-bi 2(u) 6(disz) 2/3(disz) sar e e2-lugal-sze3";"its work 26 23 volumesar  to the ditch of royal household";"its work 26 23 volumesar soil";"33.022323"
"81";"kas4 szusz3 gur8-za-an x-dar";"kas the cattle administrator  gurzan  dar";"kas has atiesag from kas has received";"6.567275"
"82";"iti 1(u) 2(disz)-kam mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} ba-hul";"a period of 12 months  year amarsuen the king urbilum destroyed";"a period of 12 months year amarsuen the king urbilum destroyed";"100.000000"
"83";"sze ab-ba muhaldim ensi2-ka e2-gibil ab-ba muhaldim-ta";"gerste des abba des koches des stadtfrsten  aus dem neuhaus des abba des koches";"barley carried household of the governor to umma";"1.304298"
"84";"ki ur-{d}ur3-bar-tab-ta 3(u) 6(disz) geme2 3(ban2)";"from ururtab  36 female laborers each of whom received 3 ban per month";"from uree fromby female laborer days from her by means of her taking counsel at the place of giving counsel";"2.519759"
"85";"1(disz) ku6 1(disz) sa szum2 ur-{d}nanna";"1 fish 1 bundle onions  urnanna";"1 fish 1 bundle onions for urningal";"61.478815"
"86";"sze-bi 1(u) 9(asz) gur ziz2-bi 2(asz) gur";"its barley 19 gur  its emmer 2 gur";"its barley 19 gur its emmer 2 gur field latur";"75.983569"
"87";"a-sza3 {d}szul-pa-e3 apin-la2 lugal-nesag-e ($ blank space $) ur-{d}gilgamesx(|BIL3.GA.MES|)";"field of ulpae  the tiller lugalnesage  urgilgame";"field of urulpae foreman lugalkugani";"14.320952"
"88";"1(disz) masz2 giri3 ha-ge 1(u) 5(disz) udu sza3 uri5{ki}-...";"1 goat via age  15 sheep within ur";"1 billy goat via du-du from lugalmagure";"12.600736"
"89";"mu-kux(DU) iti ses-da-gu7 mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul";"deliveries  month eating piglettes  year kima and hurti were destroyed";"delivery month pigletfeast year aru destroyed";"5.484412"
"90";"szunigin 6(disz) gurusz 2(asz) 2(barig)-ta szunigin 1(disz) gurusz 2(asz) 2(barig)";"total 6 male workers 2 gur 2 barig each  total 1 male worker 2 gur 2 barig";"total 6 male workers 2 gur 2 barig each total 6 male workers 1 barig 6 sila3 each total 6 male workers 1 barig 6 sila3 each";"35.315990"
"91";"a2-bi u4 1(gesz'u) 4(u)-kam 1(bur'u) 1(bur3) 1(esze3) GAN2 gesz-ur3-ra a-ra2 2(disz)-kam 4(disz) 1/2(iku) GAN2-ta";"its labor 64 workdays  11 bur3 1 ee3 field area harrowing twice at 4 12 iku field area each";"its labor 64 workdays 11 bur3 1 ee3 field area harrowing twice at 4 12 iku field area each labor of the worktroop 272 workdays";"74.400064"
"92";"4(disz) gu4 3(u) 2(disz) udu masz2 hi-a";"4 oxen 32 sheep goats various";"4 oxen 3 sheep and 2 male lambs";"12.223076"
"93";"giri3 ... a2 lu2 hun-ga2 3(asz) sze-ba ...";"via  wages of the hired  workers 3 gur barley rations of";"via the hirelings of the barge 3 gur";"11.351147"
"94";"zi-ga iti diri sze-sag11-ku5 mu {d}i-bi2-{d}suen lugal";"booked out  extra month harvest  year ibbisuen is king";"booked out month harvest year ibbisuen is king";"67.529182"
"95";"ba-usz2 u4 1(u) 3(disz)-kam ki {d}szul-gi-a-a-mu-ta";"slaughtered 13th day  from ulgiayamu";"slaughtered 13th day from igienlile";"66.874030"
"96";"zi-ga sza3-bi-ta nigar{gar}-ki-du10 sipa gu4 niga";"booked outs and therefroms of nigarkidu herdsman of oxen grainfed";"booked out deficit 78 fullgrown billy goats";"4.278179"
"97";"bala gub-ba 2(u) 4(disz) erin2 1(barig)-ta u4 2(u)-sze3";"in bala stationed 24 labortroops at 1 barig each for 2 days";"in bala stationed 24 labortroops at 1 barig each for 2 days hired labortroops having sat out";"67.531603"
"98";"2(disz) gurusz ugula lu2-saga 1(u) 2(disz) gurusz ugula lu2-{d}da-ia3";"2 laborers foreman lusaga  12 laborers foreman ludaya";"2 laborers foreman lusaga 12 laborers foreman ludaya";"100.000000"
"99";"la2-ia3 su-ga ki szu-{d}utu ugula geme2 gesz-i3 sur-sur-ra-ta";"from the restored deficit of uutu foreman of the female sesame oil pressers";"deficit repaid from urningal son of erinda";"3.667863"
"100";"lugal an-ub-da limmu2-ba szu-{d}x-... dub-sar";"king of the four corners scribe scribe";"king of the four corners scribe scribe";"100.000000"
"101";"sza3 nibru{ki} iti ses-da-gu7 mu {d}szu-{d}suen lugal";"in nippur month pigletfeast year usuen is king";"in nippur month ubifeast year usuen is king";"50.000000"
"102";"3(szar2) 4(gesz'u) 2(u) sa gi si-i3-tum";"1322 bundles of reed  the remainder";"219 headed fish their silver 2 13 shekels 18 grains";"2.098057"
"103";"1(disz) nimgir-di-ne gudu4 lu2-tur-tur i3-dab5 1(disz) du-du-am3 u3 lu2-ba-x";"1 nimgirdine the priest  did luturtur accept  1 duduam and luba";"1 known sumerian 1 1 known sumerian sumerian 1 male laborer properly";"4.027248"
"104";"szu szum2-ma ki {d}en-lil2-zi-sza3-gal2-ta ba-zi iti ezem-{d}szu-{d}suen";"the delivered  from the account of enlilziagal booked out  month festival of usuen";"given strength from the depot bimunura";"5.055132"
"105";"4(u) 8(disz) gu4 ab2 hi-a 1(gesz'u) 2(gesz2) 5(u) 5(disz) udu masz2 hi-a";"48 oxen cows various 775 sheep goats various";"48 oxen cows various 775 sheep goats various booked out";"75.983569"
"106";"szunigin sze-bi 7(gesz2) 5(u) 2(asz) 1(barig) 3(ban2) gur";"total its barley 472 gur 1 barig 3 ban2";"total its barley 432 gur 1 barig 3 ban2 6 sila3";"46.924701"
"107";"iti {d}li9-si4 mu hu-uh2-nu-ri{ki} ba-hul lu2-kal-la";"month lisi  year unuri was destroyed  lukalla";"month sowing year unuri was destroyed total 1179";"36.555522"
"108";"sa gu4 3(disz)-kam kiszib3 ku3-ga-ni la2-ia3 3(disz) kun gu4 sa gu4 2(disz)-kam";"tendons of 3 oxen sealed tablet of kugani  deficit 3 tails of oxen tendon of 2 oxen";"tendon of 3 oxen sealed tablet of kugani deficit 3 tails of oxen";"69.917096"
"109";"ku3-bi 1(disz) 1/2(disz) gin2 gurusz 1(u) 2(disz)-am3 a2 en-te-na";"ist silver 1 12 shekels  the male laborers are 12 labor of wintertime";"its silver 1 12 mana 7 shekels 18 grains";"12.227841"
"110";"2(disz) udu niga {d}inanna unu{ki} giri3 lugal-i3-mah sagi";"2 barleyfed sheep for inanna of uruk  via lugalimah cupbearer";"2 sheep barleyfed for inanna in uruk via atakuzu the messenger";"12.192092"
"111";"1(disz) ab2 amar ga 4(disz) gu4-gal";"1 heifer calf suckling  4 mature bulls";"1 heifer calf suckling 4 mature bulls";"100.000000"
"112";"ki tu-ra-a hu-um-s,u szu ba-ti";"from turaya  did humu  receive";"strengthened the roots standing in silver";"4.058349"
"113";"ARAD2-hu-la szunigin 2(ban2) 6(disz) sila3 kasz 2(ban2) 4(disz) sila3 ninda 1/2(disz) sila3 szum2";"for aradula  total 2 ban2 6 sila3 beer 2 ban2 4 sila3 bread 12 sila3 onions";"for urnaneka total 2 ban2 6 sila3 beer 2 ban2 4 sila3 bread 12 bundles onions";"75.053362"
"114";"1(disz) udu a-udu hur-sag niga 4(disz)-kam us2";"1 hybrid mouflon barleyfed of 4th grade";"1 sheep of the mountains 1 black sheep imakian";"5.669791"
"115";"sze-bi 1(gesz2) 5(u) 1(asz) 3(barig) gur";"its barley 111 gur 3 barig";"its barley 11 gur 3 barig";"37.991784"
"116";"1(disz) 1/2(disz) nin-da-nir-gal2 dumu-ni-me tug2 nin-da-mu-da-gal2";"and1 12 for nindanirgal  being her children  textile for nindamudagal";"and 1 12 for nindanirgal her daughter donated by lugalti";"16.784460"
"117";"da-da-ga szu ba-ti mu ki-masz{ki} ba-hul";"dadaga  erhalten  jahr kima wurde zerstrt";"is your servant is your servant";"4.058349"
"118";"iti ezem-an-na 1(disz) udu giri3 inim-{d}lu2-x ...";"month festival of an  1 sheep via inim";"month festival of an 1 sheep barleyfed for an 2 sheep barleyfed for nanna";"34.987611"
"119";"8(gesz2) 4(u) 2(disz) udu 3(u) 2(disz) masz2";"522 sheep 32 buck goats";"total 529 small cattle";"6.220117"
"120";"ugula sza3-nin-ga2 GAN2-gu4 3(bur3) 1(esze3) 1(iku) 1/2(iku) GAN2 1(u)-ta";"foreman aninga  plowdomain  total 3 bur3 1 ee3 1 12 iku surface area at 1 each";"foreman aninga 1 bur3 1 ee3 1 34 iku surface area at 1 each";"49.682718"
"121";"szu ba-ti mu si-ma-num2{ki} ba-hul";"receive  year simanum was destroyed  year simanum was destroyed";"received year simanum was destroyed";"30.048439"
"122";"szunigin 5(disz) kusz gu4 mu 2(asz) a-gar nu-gu7-a";"together 5 hides of twoyear oxen not tanned";"together 5 hides of twoyear oxen tanned";"72.895452"
"123";"pisan-dub-ba nig2-ka9-ak KA la2-a";"basketoftablets   accounts  of the fatteners";"basketoftablets accounts of";"51.341712"
"124";"nig2-ka9-ak pa3-da iti min-esz3 mu {d}szu-{d}suen lugal";"account of pada month mine year usuen is king";"account of pa3-da month uea year usuen is king";"36.889397"
"125";"1(esze3) 3(iku) GAN2 su3 a-sza3 tur an-ka";"1 ee3 3 iku field fallow  the small field of anka";"1 ee3 3 iku field area field ploughed at 2 iku field area each";"27.824623"
"126";"mar-sa-a gub-ba kiszib3 ur-{d}ba-ba6 1(gesz'u) 7(gesz2) 4(u) 6(asz) gur in-nu";"stationed at marsa  under seal of urbaba  166 gur straw";"stationed in the boathouse booked into the debit section of urees account sealed tablet of urnungal";"2.908318"
"127";"2(u) 7(disz) geme2 u4 3(disz)-sze3 bala-ta gur-ra";"27 female laborers in 3 days returned from the bala service";"27 female laborers in 7 days went to the bala service";"35.084397"
"128";"5(asz) 1(barig) sze kasz gur 3(asz) 2(barig) 5(ban2) la2 1(disz) sila3 gur";"5 gur 1 barig barley for beer and 3 gur 2 barig 5 ban2 less 1 sila3";"5 gur 1 barig 3 ban2 ration barley with arakam 3 gur 2 barig 5 ban2 less 1 sila3 gur";"53.745123"
"129";"1(asz) 1(barig) x gur zi3 kiszib3 ur-{d}lugal-banda3";"1 gur n sila3 flour  under seal of urlugalbanda";"1 gur 1 barig 3 ban2 under seal of lulaga";"19.640733"
"130";"4(ban2) dabin 7(disz) sila3 ninda AB u4 1(disz)-kam";"4 ban2 barley flour 7 sila3 abbread on the 1st day";"4 ban2 barley flour 7 sila3 abbread on the 1st day";"100.000000"
"131";"ugula lu2-gi-na 1(gesz'u) 3(u) 1(asz) 3(barig) sze gur";"foreman lugina  631 gur 3 barig barley";"foreman lugina deficit 11 gur 3 barig barley";"41.113362"
"132";"sza3 nibru{ki} iti ki-siki-{d}nin-a-zu mu us2-sa ma2 dara4-abzu {d}en-ki-ka ba-ab-du8";"in nippur  month wool center of ninazu  year following the barge daraabzu of enki was caulked";"in nippur month kisiki of ninazu year the boat of enki was caulked";"29.059394"
"133";"u4 1(u)-sze3 kam-sal4-la{ki}-ta nibru{ki}-sze3 ma2 gid2-da ma2 ba-al-la";"for 1 days from kamsala to nippur barge punted barge unloaded";"for 1 days to umma barge floated for 1 workday barge unloaded";"17.242221"
"134";"2(asz) mu ur-{d}szusz3-{d}ba-ba6-sze3 kiszib3 a-ab-ba nu-banda3-gu4";"2 gur in place of urubaba under seal of aabba the supervisor of oxen";"2 gur in place of urubaba under seal of aabba the supervisor of oxen";"100.000000"
"135";"e2 nam-ha-ni e2 {d}szu-{d}suen e2 {d}nin-gesz-zi-da";"for the house of namani  for the house of suen  for the house of ningezida";"household of namani house of ulgi and sealed tablet of ningezida foreman lama";"9.174909"
"136";"giri3 ur-e2-babbar2 u3 lugal-siskur2-re 2(u) 9(asz) 3(barig) 4(ban2) gur";"via urebabbar and lugalsiskure 29 gur 3 barig 4 ban2";"via urebabbar and lugalsiskure total 66 gur 3 barig 4 ban2";"58.772837"
"137";"pisan-dub-ba nig2-ka9-ak lu2 nig2-dab5 gu4 udu-ke4-ne";"basketoftablets  accounts  men takers of oxen and sheep";"basketoftablets accounts men of nigdab";"23.450008"
"138";"1(gesz2) gurusz al 5(disz) sar-ta {d}szara2-mu-tum2 engar";"6 workers each hoeing 5 sar  aramutum the plot manager";"6 workdays male laborers at the barge with urbaba the foreman of the throne of ulgi";"2.908318"
